Gene_Symbol	Gene_ID	Chr	Start	End	Strand	Biotype
FOXF2-DT	ENSG00000261730	6	1383790	1385066	-	lncRNA
RPL34P16	ENSG00000217239	6	5788346	5788699	-	processed_pseudogene
RPS3P4	ENSG00000220472	6	7338839	7339568	-	processed_pseudogene
RPL5P20	ENSG00000218643	6	19348181	19349076	+	processed_pseudogene
JARID2-DT	ENSG00000271888	6	15243923	15245000	-	lncRNA
EEF1E1-BLOC1S5	ENSG00000265818	6	8015726	8102530	-	protein_coding
RPL21P61	ENSG00000217379	6	19143695	19144160	+	processed_pseudogene
BLOC1S5-TXNDC5	ENSG00000259040	6	7881522	8064364	-	protein_coding
SPTLC1P2	ENSG00000218512	6	23856698	23856818	-	processed_pseudogene
PIP5K1P1	ENSG00000219294	6	7986537	7988192	+	processed_pseudogene
TOMM5P1	ENSG00000270477	6	3693923	3694075	-	processed_pseudogene
RPL6P18	ENSG00000218476	6	23102680	23103546	+	processed_pseudogene
HDGFL1	ENSG00000112273	6	22569566	22571666	+	protein_coding
RPL6P17	ENSG00000216754	6	15102946	15104130	-	processed_pseudogene
FOXQ1	ENSG00000164379	6	1312098	1314758	+	protein_coding
RPL7AP36	ENSG00000216368	6	10118452	10119253	+	processed_pseudogene
ISG20L2P1	ENSG00000220748	6	23971879	23972941	+	processed_pseudogene
RPL13P	ENSG00000213916	6	28861416	28862047	+	processed_pseudogene
NUP50P2	ENSG00000219682	6	25140003	25141403	+	processed_pseudogene
NOP56P1	ENSG00000235559	6	28783633	28784004	-	processed_pseudogene
GFOD1	ENSG00000145990	6	13357830	13487662	-	protein_coding
OR2U2P	ENSG00000242524	6	29268462	29269421	-	unprocessed_pseudogene
RPS18P8	ENSG00000217030	6	4979072	4979494	+	processed_pseudogene
OR2J4P	ENSG00000224233	6	29181510	29182445	+	unprocessed_pseudogene
HNRNPA1P37	ENSG00000218574	6	5609227	5610195	-	processed_pseudogene
ZNF90P2	ENSG00000233366	6	28888832	28889906	-	processed_pseudogene
RBM24	ENSG00000112183	6	17281361	17293871	+	protein_coding
KRT18P38	ENSG00000214012	6	19612755	19614036	+	processed_pseudogene
DDX18P3	ENSG00000217414	6	18363417	18365423	-	processed_pseudogene
FOXF2	ENSG00000137273	6	1389576	1395603	+	protein_coding
UQCRFS1P3	ENSG00000217314	6	19638040	19638808	-	processed_pseudogene
SOX4	ENSG00000124766	6	21593751	21598619	+	protein_coding
RPL21P62	ENSG00000229765	6	10213881	10214362	-	processed_pseudogene
OR2G1P	ENSG00000213911	6	29229227	29230157	-	unprocessed_pseudogene
ACCSLP1	ENSG00000230570	6	7340854	7342056	-	processed_pseudogene
BOLA2P3	ENSG00000220771	6	21602128	21602383	+	processed_pseudogene
KIF13A	ENSG00000137177	6	17759183	17987635	-	protein_coding
JARID2-AS1	ENSG00000235488	6	15247815	15248634	-	lncRNA
IMPDH1P9	ENSG00000218976	6	18366736	18368644	-	unprocessed_pseudogene
HNRNPA1P58	ENSG00000219582	6	24001824	24002433	+	processed_pseudogene
RPL29P17	ENSG00000229700	6	20042455	20042940	-	processed_pseudogene
CAGE1	ENSG00000164304	6	7326656	7389742	-	protein_coding
FOXC1	ENSG00000054598	6	1609915	1613897	+	protein_coding
NHLRC1	ENSG00000187566	6	18120440	18122677	-	protein_coding
RPL36AP25	ENSG00000225832	6	20722328	20723655	-	processed_pseudogene
WBP1LP12	ENSG00000271530	6	95124	95454	+	processed_pseudogene
FTH1P5	ENSG00000230204	6	50912712	50913256	-	processed_pseudogene
