Gene_Symbol	Gene_ID	Chr	Start	End	Strand	Biotype
FAM138D	ENSG00000249054	12	36602	38133	-	lncRNA
DDX11L8	ENSG00000256263	12	12310	13501	+	unprocessed_pseudogene
KCNA5	ENSG00000130037	12	5043879	5046788	+	protein_coding
OR7E149P	ENSG00000177586	12	8437403	8438425	-	unprocessed_pseudogene
OR7E140P	ENSG00000238152	12	8414780	8415805	-	unprocessed_pseudogene
A2ML1-AS1	ENSG00000256661	12	8776219	8830947	-	lncRNA
CLEC4E	ENSG00000166523	12	8533305	8540905	-	protein_coding
GAPDHP31	ENSG00000235868	12	7566369	7567382	+	processed_pseudogene
A2ML1-AS2	ENSG00000256904	12	8819816	8820713	-	lncRNA
RPL15P17	ENSG00000243830	12	8460618	8461232	+	processed_pseudogene
PTMAP9	ENSG00000198134	12	12111163	12111489	+	processed_pseudogene
OR7E148P	ENSG00000214487	12	8427640	8428610	-	unprocessed_pseudogene
SUPT16HP1	ENSG00000256238	12	16399274	16402406	-	processed_pseudogene
RPL7P40	ENSG00000242991	12	17121716	17122460	+	processed_pseudogene
SKP1P2	ENSG00000256211	12	16989126	16989936	+	processed_pseudogene
OTUD4P1	ENSG00000118976	12	3839459	3842525	+	processed_pseudogene
HNRNPABP1	ENSG00000255734	12	10111738	10112471	+	processed_pseudogene
A2ML1	ENSG00000166535	12	8822621	8887001	+	protein_coding
RPL21P100	ENSG00000242405	12	12155262	12155772	+	processed_pseudogene
SLC15A5	ENSG00000188991	12	16188485	16277685	-	protein_coding
CLEC6A	ENSG00000205846	12	8455962	8478330	+	protein_coding
EEF1A1P16	ENSG00000213235	12	16990670	16992083	+	processed_pseudogene
SUPT4H1P2	ENSG00000246115	12	8512374	8512726	-	processed_pseudogene
RPL23AP66	ENSG00000243141	12	12338776	12339254	+	processed_pseudogene
TIMM17BP1	ENSG00000256756	12	17400399	17400914	+	processed_pseudogene
SYT10	ENSG00000110975	12	33374238	33439819	-	protein_coding
PSMC1P8	ENSG00000256896	12	17383352	17384647	-	processed_pseudogene
BCAT1-AS1	ENSG00000256482	12	24830421	24836558	+	lncRNA
EGLN3P1	ENSG00000256134	12	15971890	15972609	-	processed_pseudogene
RPL7AP74	ENSG00000255991	12	39466442	39467345	-	processed_pseudogene
SPMIP11	ENSG00000257987	12	48727435	48765790	+	protein_coding
REDIC1	ENSG00000180116	12	39626167	39908300	+	protein_coding
ALG10B	ENSG00000175548	12	38316762	38329721	+	protein_coding
AK6P2	ENSG00000257173	12	38078529	38078999	-	processed_pseudogene
CLUHP8	ENSG00000258278	12	38082046	38087392	+	unprocessed_pseudogene
NTF3	ENSG00000185652	12	5432108	5521536	+	protein_coding
MRPS36P5	ENSG00000257927	12	43054089	43054386	-	processed_pseudogene
PDZRN4-AS1	ENSG00000257228	12	41409467	41473510	-	lncRNA
DUX4L27	ENSG00000258794	12	34208415	34209675	-	processed_pseudogene
TUBB8P4	ENSG00000250788	12	34164773	34166954	-	unprocessed_pseudogene
KRT126P	ENSG00000257402	12	52715567	52721655	-	unprocessed_pseudogene
KRT76	ENSG00000185069	12	52768155	52777345	-	protein_coding
