Gene_Symbol	Gene_ID	Chr	Start	End	Strand	Biotype
OR11H3P	ENSG00000258721	15	22009547	22010529	-	unprocessed_pseudogene
OR11J6P	ENSG00000285405	15	21980277	21981245	-	unprocessed_pseudogene
IGHV1OR15-1	ENSG00000270505	15	22160431	22160868	-	IG_V_gene
RPS8P10	ENSG00000223877	15	22152276	22152897	-	unprocessed_pseudogene
OR4M2-OT1	ENSG00000285472	15	22015233	22095857	+	protein_coding
OR4N3P	ENSG00000259435	15	22125511	22126434	+	transcribed_unprocessed_pseudogene
OR11J7P	ENSG00000283524	15	21971706	21972645	+	unprocessed_pseudogene
IGHV1OR15-3	ENSG00000271288	15	22178107	22178542	-	IG_V_pseudogene
SERPINE4P	ENSG00000258624	15	27340524	27340804	+	processed_pseudogene
NF1P2	ENSG00000258997	15	21927657	21946641	-	unprocessed_pseudogene
RPL5P32	ENSG00000228992	15	27895704	27896582	+	processed_pseudogene
ZFYVE19	ENSG00000166140	15	40807086	40815084	+	protein_coding
ZNF519P3	ENSG00000258585	15	21911559	21912590	-	unprocessed_pseudogene
OR4H6P	ENSG00000284892	15	22056709	22057638	+	unprocessed_pseudogene
RPLP0P10	ENSG00000244705	15	40312352	40313289	-	processed_pseudogene
C15orf62	ENSG00000188277	15	40769980	40772449	+	protein_coding
GABRG3	ENSG00000182256	15	26971181	27541984	+	protein_coding
DNAAF4-CCPG1	ENSG00000261771	15	55355248	55498360	-	lncRNA
PRTG	ENSG00000166450	15	55611544	55743152	-	protein_coding
OR11K1P	ENSG00000283680	15	22030900	22031846	-	unprocessed_pseudogene
SHC4	ENSG00000185634	15	48823741	48963919	-	protein_coding
FRMD5	ENSG00000171877	15	43870761	44195271	-	protein_coding
OR4Q1P	ENSG00000285135	15	22044476	22045400	+	transcribed_unprocessed_pseudogene
LDHAL6B	ENSG00000171989	15	59206843	59208588	+	protein_coding
GAPDHP43	ENSG00000250130	15	44354691	44355692	+	processed_pseudogene
HERC1	ENSG00000103657	15	63608618	63833948	-	protein_coding
SALRNA2	ENSG00000280515	15	70635249	70637314	+	lncRNA
SKOR1	ENSG00000188779	15	67819704	67834582	+	protein_coding
THAP10	ENSG00000129028	15	70881342	70892433	-	protein_coding
FOXB1	ENSG00000171956	15	60004234	60061730	+	protein_coding
HNRNPA1P45	ENSG00000259411	15	35400691	35401768	+	processed_pseudogene
MESTP2	ENSG00000259558	15	60053204	60054092	-	processed_pseudogene
GCHFR	ENSG00000137880	15	40764068	40767708	+	protein_coding
GEMIN8P1	ENSG00000259496	15	69803316	69804046	-	processed_pseudogene
HNRNPMP1	ENSG00000259335	15	44447577	44449344	-	processed_pseudogene
KRT8P9	ENSG00000259470	15	70858714	70860162	+	processed_pseudogene
BUB1B-PAK6	ENSG00000259288	15	40218500	40264890	+	protein_coding
PLCB2-AS1	ENSG00000259307	15	40300670	40301820	+	lncRNA
REC114	ENSG00000183324	15	73443164	73560013	+	protein_coding
NPTN-IT1	ENSG00000281183	15	73567012	73569294	-	lncRNA
TBC1D21	ENSG00000167139	15	73873564	73889214	+	protein_coding
FEM1B	ENSG00000169018	15	68277745	68295862	+	protein_coding
SALRNA3	ENSG00000281264	15	70615547	70616567	+	lncRNA
NDUFAF4P1	ENSG00000259467	15	49156329	49156847	+	processed_pseudogene
NPM1P43	ENSG00000259440	15	73161779	73162928	-	processed_pseudogene
HCN4	ENSG00000138622	15	73319859	73368958	-	protein_coding
CTDSPL2-DT	ENSG00000259595	15	44402685	44427144	-	lncRNA
MRPS15P1	ENSG00000259186	15	73483196	73483943	-	processed_pseudogene
CNOT6LP1	ENSG00000230183	15	56005715	56007176	-	processed_pseudogene
HNRNPA3P11	ENSG00000260689	15	57246960	57247893	-	processed_pseudogene
HSP90AB4P	ENSG00000282100	15	58691106	58693125	-	processed_pseudogene
PAK6-AS1	ENSG00000176753	15	40250664	40252969	-	lncRNA
FKBP1AP2	ENSG00000259691	15	73143236	73143518	-	processed_pseudogene
CPLX3	ENSG00000213578	15	74826627	74831802	+	protein_coding
GOLGA6A	ENSG00000159289	15	74069857	74082550	-	protein_coding
RPL15P19	ENSG00000259545	15	49177610	49178741	-	processed_pseudogene
TCF12-DT	ENSG00000285331	15	56795460	56918499	-	lncRNA
LIPC-AS1	ENSG00000259293	15	58434890	58498735	-	lncRNA
RPL21P14	ENSG00000242747	15	58869659	58870134	+	processed_pseudogene
LINC02204	ENSG00000280639	15	70570958	70586606	-	lncRNA
MTND5P40	ENSG00000259593	15	46341354	46341599	+	processed_pseudogene
RPL21P113	ENSG00000241640	15	59049399	59050385	-	processed_pseudogene
ZNF444P1	ENSG00000259738	15	58865006	58865303	+	processed_pseudogene
DCAF13P3	ENSG00000259378	15	50944663	50945996	+	processed_pseudogene
HYKK	ENSG00000188266	15	78507564	78537372	+	protein_coding
SUMO2P15	ENSG00000271236	15	40760597	40760874	+	processed_pseudogene
LARP6	ENSG00000166173	15	70829130	70854157	-	protein_coding
RORA	ENSG00000069667	15	60488284	61229302	-	protein_coding
HMGB1P51	ENSG00000270986	15	58672296	58672933	+	processed_pseudogene
EID1	ENSG00000255302	15	48878134	48880173	+	protein_coding
THRAP3P2	ENSG00000259057	15	91742841	91743955	-	processed_pseudogene
RPL7L1P15	ENSG00000259208	15	79668342	79668816	-	processed_pseudogene
LINC02157	ENSG00000259763	15	96235785	96237010	+	lncRNA
PGAM1P12	ENSG00000250825	15	96441566	96442313	-	processed_pseudogene
TUBAP4	ENSG00000261665	15	83739784	83740199	+	transcribed_processed_pseudogene
KRT8P24	ENSG00000259500	15	48971803	48973361	+	processed_pseudogene
TUBAP12	ENSG00000259614	15	96388214	96389056	-	processed_pseudogene
IGF1R	ENSG00000140443	15	98648539	98964530	+	protein_coding
CEP152	ENSG00000103995	15	48712928	48811146	-	protein_coding
NSA2P4	ENSG00000259750	15	59401221	59402004	-	processed_pseudogene
TFDP1P3	ENSG00000259493	15	79559256	79560304	-	processed_pseudogene
NMNAT1P5	ENSG00000259573	15	59964942	59966084	+	processed_pseudogene
MIR5701-3	ENSG00000264902	15	21951242	21951323	+	miRNA
RNU6-631P	ENSG00000200790	15	21866210	21866316	-	snRNA
RNA5SP390	ENSG00000222123	15	25738508	25738620	+	rRNA_pseudogene
MIR4715	ENSG00000266517	15	25848747	25848825	-	miRNA
MIR3118-4	ENSG00000265793	15	21843750	21843824	+	miRNA
MIR4510	ENSG00000265098	15	35926856	35926923	+	miRNA
MIR3942	ENSG00000265102	15	35372256	35372364	-	miRNA
RNU6-1014P	ENSG00000238456	15	46660658	46660760	+	snRNA
RN7SKP101	ENSG00000223308	15	46720193	46720512	-	misc_RNA
RNU1-119P	ENSG00000212424	15	44884616	44884780	+	snRNA
RN7SKP139	ENSG00000222343	15	47272597	47272889	+	misc_RNA
RNA5SP394	ENSG00000201086	15	49982443	49982561	+	rRNA_pseudogene
Y_RNA	ENSG00000200605	15	50221888	50221996	+	misc_RNA
Y_RNA	ENSG00000207105	15	48995912	48996022	-	misc_RNA
RN7SL577P	ENSG00000265942	15	49042341	49042643	-	misc_RNA
Y_RNA	ENSG00000200120	15	49137762	49137863	-	misc_RNA
MIR4716	ENSG00000264210	15	49169070	49169153	-	miRNA
RN7SL307P	ENSG00000243338	15	49198900	49199194	-	misc_RNA
RN7SL494P	ENSG00000241175	15	50244628	50244931	-	misc_RNA
RN7SL568P	ENSG00000239703	15	56029684	56029981	-	misc_RNA
RN7SKP95	ENSG00000199730	15	58703852	58704154	-	misc_RNA
SNORD3P1	ENSG00000200318	15	58760466	58760681	-	snoRNA
RNA5SP397	ENSG00000212625	15	60736769	60736886	+	rRNA_pseudogene
MIR2116	ENSG00000253030	15	59171183	59171262	-	miRNA
RNU4-80P	ENSG00000200070	15	59212648	59212788	-	snRNA
RNU6-212P	ENSG00000199512	15	59341314	59341417	-	snRNA
Y_RNA	ENSG00000200252	15	59408905	59409015	+	misc_RNA
Y_RNA	ENSG00000276696	15	56634038	56634167	-	misc_RNA
RNU6-1	ENSG00000206625	15	67839939	67840045	-	snRNA
RNU6-745P	ENSG00000200216	15	70193236	70193341	+	snRNA
MIR629	ENSG00000207965	15	70079372	70079468	-	miRNA
RN7SL429P	ENSG00000278604	15	74072454	74072676	-	misc_RNA
MIR6882	ENSG00000275411	15	74840642	74840707	-	miRNA
RNU6-380P	ENSG00000222139	15	80663772	80663878	+	snRNA
MIR4513	ENSG00000264386	15	74788672	74788757	-	miRNA
MIR5572	ENSG00000284059	15	80581103	80581239	+	miRNA
RNU6-401P	ENSG00000212374	15	83717427	83717522	+	snRNA
RNU6-1339P	ENSG00000200444	15	83824863	83824953	-	snRNA
MIR3713	ENSG00000266449	15	76586647	76586691	+	miRNA
RN7SKP217	ENSG00000201510	15	76736641	76736980	+	misc_RNA
MIR1179	ENSG00000221630	15	88608107	88608197	+	miRNA
RNU6-185P	ENSG00000207150	15	87474183	87474289	-	snRNA
MIR7-2	ENSG00000207703	15	88611825	88611934	+	miRNA
MIR3529	ENSG00000283484	15	88611847	88611924	-	miRNA
MIR1469	ENSG00000283888	15	96333261	96333307	+	miRNA
RN7SKP254	ENSG00000222617	15	96486582	96486891	+	misc_RNA
Metazoa_SRP	ENSG00000274079	15	96496180	96496462	-	misc_RNA
RNU2-3P	ENSG00000222076	15	95745804	95745994	+	snRNA
SNORD116-29	ENSG00000207245	15	25106521	25106603	+	snoRNA
SNORD116-30	ENSG00000252277	15	25108268	25108352	+	snoRNA
PWAR1	ENSG00000279050	15	25135642	25138055	+	TEC
SNORD115	ENSG00000212428	15	25159221	25159279	+	snoRNA
DMAC1P1	ENSG00000270814	15	25169337	25169676	-	processed_pseudogene
SNORD115-1	ENSG00000201831	15	25170723	25170804	+	snoRNA
SNORD115-2	ENSG00000199712	15	25172635	25172716	+	snoRNA
SNORD115-3	ENSG00000199970	15	25174927	25175008	+	snoRNA
SNORD115-4	ENSG00000200680	15	25176832	25176913	+	snoRNA
SNORD115-5	ENSG00000200503	15	25178738	25178819	+	snoRNA
SNORD115-6	ENSG00000200812	15	25180497	25180578	+	snoRNA
SNORD115-7	ENSG00000278089	15	25182385	25182466	+	snoRNA
SNORD115-8	ENSG00000200726	15	25184306	25184387	+	snoRNA
SNORD115-9	ENSG00000199782	15	25185631	25185712	+	snoRNA
SNORD115-10	ENSG00000201943	15	25187536	25187616	+	snoRNA
SNORD115-11	ENSG00000200486	15	25189414	25189495	+	snoRNA
SNORD115-12	ENSG00000199453	15	25191416	25191497	+	snoRNA
SNORD115-13	ENSG00000273835	15	25193321	25193402	+	snoRNA
SNORD115-14	ENSG00000199960	15	25194921	25195001	+	snoRNA
SNORD115-15	ENSG00000201679	15	25197576	25197656	+	snoRNA
SNORD115-16	ENSG00000200757	15	25199448	25199529	+	snoRNA
SNORD115-17	ENSG00000201482	15	25201323	25201404	+	snoRNA
SNORD115-18	ENSG00000200163	15	25203227	25203308	+	snoRNA
SNORD115-19	ENSG00000199968	15	25204357	25204438	+	snoRNA
SNORD115-20	ENSG00000201969	15	25206262	25206343	+	snoRNA
SNORD115-21	ENSG00000199833	15	25208083	25208163	+	snoRNA
SNORD115-22	ENSG00000201326	15	25209918	25209999	+	snoRNA
SNORD115-23	ENSG00000201331	15	25211796	25211877	+	snoRNA
SNORD115-24	ENSG00000200398	15	25213648	25213729	+	snoRNA
SNORD115-25	ENSG00000199489	15	25215541	25215622	+	snoRNA
SNORD115-26	ENSG00000275524	15	25218617	25218698	+	snoRNA
SNORD115-27	ENSG00000201300	15	25220497	25220578	+	snoRNA
SNORD115-28	ENSG00000200801	15	25222348	25222428	+	snoRNA
SNORD115-29	ENSG00000199704	15	25223246	25223327	+	snoRNA
SNORD115-30	ENSG00000200987	15	25225203	25225284	+	snoRNA
SNORD115-31	ENSG00000202188	15	25227109	25227190	+	snoRNA
SNORD115-32	ENSG00000200949	15	25228967	25229048	+	snoRNA
SNORD115-33	ENSG00000200593	15	25230838	25230919	+	snoRNA
SNORD115-34	ENSG00000199311	15	25232387	25232468	+	snoRNA
SNORD115-35	ENSG00000201992	15	25234247	25234328	+	snoRNA
SNORD115-36	ENSG00000202499	15	25236085	25236166	+	snoRNA
SNORD115-37	ENSG00000200638	15	25237986	25238067	+	snoRNA
SNORD115-38	ENSG00000201907	15	25239838	25239919	+	snoRNA
SNORD115-39	ENSG00000200564	15	25241746	25241827	+	snoRNA
SNORD115-40	ENSG00000272460	15	25243614	25243695	+	snoRNA
SNORD115-41	ENSG00000200478	15	25245478	25245559	+	snoRNA
SNORD115-42	ENSG00000201143	15	25247345	25247426	+	snoRNA
SNORD115-43	ENSG00000202373	15	25249198	25249279	+	snoRNA
SNORD115-44	ENSG00000202261	15	25250859	25250940	+	snoRNA
SNORD115-45	ENSG00000212380	15	25264510	25264590	+	snoRNA
SNORD115-46	ENSG00000276844	15	25266591	25266661	+	snoRNA
SNORD115-47	ENSG00000212528	15	25268466	25268551	+	snoRNA
SNORD115-48	ENSG00000201634	15	25269783	25269858	+	snoRNA
SNORD109B	ENSG00000239169	15	25278343	25278409	+	snoRNA
Metazoa_SRP	ENSG00000277677	15	51858070	51858352	-	misc_RNA
Y_RNA	ENSG00000207484	15	51884556	51884653	+	misc_RNA
RNU6-90P	ENSG00000272337	15	51907200	51907305	+	snRNA
STRC	ENSG00000242866	15	43599563	43618800	-	protein_coding
RNU6-554P	ENSG00000222398	15	43602543	43602648	+	snRNA
RNU6-610P	ENSG00000206991	15	43637632	43637738	-	snRNA
PDIA3P2	ENSG00000224677	15	43649123	43649280	+	unprocessed_pseudogene
PPIP5K1P1	ENSG00000249839	15	43663654	43684339	-	unprocessed_pseudogene
RNU6-353P	ENSG00000201136	15	43702363	43702470	+	snRNA
RNU6-354P	ENSG00000206589	15	43734179	43734285	-	snRNA
ELL3	ENSG00000128886	15	43772605	43777315	-	protein_coding
MIR1282	ENSG00000221792	15	43793659	43793759	-	miRNA
SNORD13E	ENSG00000238311	15	65696833	65696936	-	snoRNA
MIR4511	ENSG00000264737	15	65719246	65719332	-	miRNA
HNRNPA1P44	ENSG00000249271	15	65816302	65817481	-	processed_pseudogene
U6	ENSG00000283249	15	65843484	65843558	+	snRNA
Y_RNA	ENSG00000201084	15	32175247	32175351	-	misc_RNA
RNU6-18P	ENSG00000207257	15	32284152	32284258	+	snRNA
DNM1P31	ENSG00000261491	15	32384937	32387484	+	unprocessed_pseudogene
RN7SL185P	ENSG00000275776	15	32394365	32394613	-	misc_RNA
U8	ENSG00000206987	15	32426288	32426420	-	snoRNA
GOLGA8O	ENSG00000206127	15	32441914	32455634	-	protein_coding
RN7SL539P	ENSG00000274076	15	32446674	32446964	-	misc_RNA
GOLGA6L23P	ENSG00000261375	15	32489267	32491586	-	unprocessed_pseudogene
RN7SL214P	ENSG00000242066	15	77916718	77916982	-	misc_RNA
SNORA63	ENSG00000199633	15	78091172	78091297	-	snoRNA
RPL5P3	ENSG00000242276	15	71063101	71063989	-	processed_pseudogene
HMGB1P6	ENSG00000259781	15	71164770	71165415	-	processed_pseudogene
CSPG4P11	ENSG00000259726	15	84186752	84197384	+	transcribed_unprocessed_pseudogene
RN7SL331P	ENSG00000278422	15	84205454	84205700	-	misc_RNA
UBE2Q2P8	ENSG00000259633	15	84255913	84256014	+	unprocessed_pseudogene
RN7SL417P	ENSG00000244056	15	84394072	84394336	+	misc_RNA
CSPG4P5	ENSG00000272887	15	84401807	84408005	-	transcribed_unprocessed_pseudogene
