Gene_Symbol	Gene_ID	Chr	Start	End	Strand	Biotype
CRK	ENSG00000167193	17	1420689	1463162	-	protein_coding
RYKP1	ENSG00000263219	17	4222091	4223828	+	processed_pseudogene
RPL34P31	ENSG00000239223	17	27274107	27274477	+	processed_pseudogene
MFSD1P1	ENSG00000261868	17	4301372	4302698	+	processed_pseudogene
RPS16P8	ENSG00000213664	17	27280482	27280912	+	processed_pseudogene
SYPL1P2	ENSG00000265683	17	27351858	27352584	-	processed_pseudogene
NXN	ENSG00000167693	17	799310	979776	-	protein_coding
hsa-mir-423	ENSG00000266919	17	30117079	30117172	-	lncRNA
TLK2P1	ENSG00000226049	17	34036681	34039872	-	processed_pseudogene
ACACA	ENSG00000278540	17	37084992	37406836	-	protein_coding
TUFMP1	ENSG00000265646	17	27082690	27084036	-	processed_pseudogene
SRSF6P2	ENSG00000235554	17	16616848	16617881	-	processed_pseudogene
AOC3	ENSG00000131471	17	42851184	42858130	+	protein_coding
CNTD1	ENSG00000176563	17	42798800	42811587	+	protein_coding
VN1R71P	ENSG00000264837	17	27057399	27058221	+	processed_pseudogene
SMCR2	ENSG00000223979	17	17674026	17677688	-	lncRNA
LUC7L3	ENSG00000108848	17	50719565	50756219	+	protein_coding
B4GALNT2P1	ENSG00000248883	17	49085511	49086702	+	unprocessed_pseudogene
AOC2	ENSG00000131480	17	42844580	42850707	+	protein_coding
RPS2P48	ENSG00000233380	17	53756989	53757870	-	processed_pseudogene
RPL5P33	ENSG00000243521	17	50847950	50849270	+	processed_pseudogene
COA3	ENSG00000183978	17	42795147	42798704	-	protein_coding
KIF2B	ENSG00000141200	17	53822927	53825193	+	protein_coding
NME1-NME2	ENSG00000011052	17	51153590	51171744	+	protein_coding
PRELID3BP3	ENSG00000264907	17	62841101	62841645	+	processed_pseudogene
LINC02071	ENSG00000249383	17	51312609	51335165	-	lncRNA
ARL2BPP8	ENSG00000263125	17	54754165	54754649	-	processed_pseudogene
RPL7P48	ENSG00000187504	17	51502488	51503233	-	processed_pseudogene
KCTD2	ENSG00000180901	17	75032575	75065889	+	protein_coding
PDLIM1P3	ENSG00000264172	17	27002661	27003259	-	processed_pseudogene
ISCA1P3	ENSG00000261965	17	54477796	54478168	+	processed_pseudogene
