Gene_Symbol	Gene_ID	Chr	Start	End	Strand	Biotype
LSP1P1	ENSG00000269099	13	25017404	25017536	+	processed_pseudogene
ZNF962P	ENSG00000215604	13	18467172	18485448	-	unprocessed_pseudogene
RPL17P51	ENSG00000271429	13	40224625	40224862	-	processed_pseudogene
HSPD1P9	ENSG00000228036	13	37993085	37994720	-	processed_pseudogene
C1QTNF9-AS1	ENSG00000240868	13	24315725	24321598	-	lncRNA
MTCO3P2	ENSG00000232102	13	23765934	23766104	-	processed_pseudogene
RPS20P32	ENSG00000218198	13	27017554	27017909	-	processed_pseudogene
FABP3P2	ENSG00000233259	13	42369259	42369657	-	processed_pseudogene
MTUS2-AS1	ENSG00000179141	13	29476515	29490105	-	lncRNA
LINC00562	ENSG00000260388	13	47930153	47932622	-	lncRNA
RPS21P8	ENSG00000223782	13	26977543	26977789	+	processed_pseudogene
CHCHD2P11	ENSG00000270809	13	42181465	42181921	-	processed_pseudogene
TIMM9P3	ENSG00000232786	13	45552863	45553136	-	processed_pseudogene
LINC00457	ENSG00000225179	13	34435450	34640803	-	lncRNA
MTUS2-AS2	ENSG00000236758	13	29239379	29250554	-	lncRNA
ZNF646P1	ENSG00000274316	13	53408882	53409876	-	unprocessed_pseudogene
RPP40P2	ENSG00000271190	13	59262680	59263391	+	processed_pseudogene
GAMTP2	ENSG00000231910	13	34574204	34574666	-	processed_pseudogene
GNG5P5	ENSG00000234590	13	47307082	47307301	+	processed_pseudogene
FHP1	ENSG00000234213	13	42255873	42256575	+	processed_pseudogene
FREM2-AS1	ENSG00000225350	13	38821798	38827570	-	lncRNA
POLR3KP1	ENSG00000232647	13	59071462	59071803	-	processed_pseudogene
SLC25A5P4	ENSG00000234421	13	57314739	57315909	+	processed_pseudogene
SPATA13-AS1	ENSG00000227213	13	24252749	24254439	-	lncRNA
PRR20FP	ENSG00000271140	13	57173453	57173632	+	unprocessed_pseudogene
DNAJA1P1	ENSG00000223717	13	58751047	58752233	-	processed_pseudogene
ELL2P3	ENSG00000234765	13	68289679	68291280	-	processed_pseudogene
MZT1	ENSG00000204899	13	72708367	72727629	-	protein_coding
LINC00374	ENSG00000232954	13	58211697	58233117	-	lncRNA
RPL37P21	ENSG00000236433	13	68331338	68331613	-	processed_pseudogene
ERICH6B	ENSG00000165837	13	45534522	45615739	-	protein_coding
LINC00547	ENSG00000275226	13	37534940	37551536	+	lncRNA
RPL13AP25	ENSG00000136149	13	54440704	54441315	-	processed_pseudogene
MARK2P12	ENSG00000229708	13	73407768	73408352	-	processed_pseudogene
FABP5P1	ENSG00000236972	13	73100575	73100985	-	processed_pseudogene
KLHL1	ENSG00000150361	13	69700594	70108493	-	protein_coding
LINC01442	ENSG00000227510	13	60916981	60945955	+	lncRNA
NAP1L4P3	ENSG00000234145	13	47763460	47764606	+	processed_pseudogene
HNF4GP1	ENSG00000228611	13	55999200	56000448	-	processed_pseudogene
RPL12P34	ENSG00000229824	13	68654572	68655050	+	processed_pseudogene
HMGN2P39	ENSG00000214281	13	59010332	59010604	+	processed_pseudogene
PLA2G12AP2	ENSG00000225221	13	38902387	38902650	+	processed_pseudogene
ZDHHC20P4	ENSG00000232380	13	68985058	68986064	+	processed_pseudogene
COX4I1P2	ENSG00000228869	13	45671845	45672391	+	processed_pseudogene
FGFR1OP2P1	ENSG00000230256	13	26905362	26905861	+	processed_pseudogene
NPM1P22	ENSG00000227969	13	67831876	67832827	-	processed_pseudogene
NIPA2P5	ENSG00000236277	13	79090783	79094119	+	processed_pseudogene
RPL31P53	ENSG00000225352	13	57391171	57391518	-	processed_pseudogene
RPL18AP17	ENSG00000227952	13	72460132	72460329	-	processed_pseudogene
SPATA2P1	ENSG00000228319	13	56214373	56216942	+	processed_pseudogene
HSPD1P8	ENSG00000215357	13	78849231	78851208	+	processed_pseudogene
RPL21P111	ENSG00000237109	13	78761175	78761651	+	processed_pseudogene
MTCL1P1	ENSG00000226554	13	70923664	70924455	+	processed_pseudogene
FREM2	ENSG00000150893	13	38687077	38887131	+	protein_coding
CTAGE11P	ENSG00000214249	13	75237944	75240296	-	processed_pseudogene
PRR20B	ENSG00000204918	13	57147488	57150509	+	protein_coding
HNRNPA1P18	ENSG00000229910	13	68301605	68303302	-	processed_pseudogene
VDAC1P12	ENSG00000227254	13	34082429	34083310	-	processed_pseudogene
RPS3AP52	ENSG00000230405	13	68634190	68634486	+	processed_pseudogene
CTAGE16P	ENSG00000214335	13	58528615	58531026	+	processed_pseudogene
LINC00333	ENSG00000233349	13	84562364	84563236	+	lncRNA
PRR20D	ENSG00000227151	13	57160632	57163653	+	protein_coding
PRR20E	ENSG00000234278	13	57167197	57170218	+	protein_coding
MTND4P1	ENSG00000228597	13	84520103	84521568	+	processed_pseudogene
MTCO2P3	ENSG00000230009	13	57204379	57204799	+	processed_pseudogene
OR7E111P	ENSG00000231667	13	67902208	67903221	+	unprocessed_pseudogene
RPL31P54	ENSG00000229865	13	78422823	78423192	+	processed_pseudogene
CBY2	ENSG00000174015	13	45702320	45714559	+	protein_coding
UBE2D3P4	ENSG00000224188	13	84020327	84020762	+	processed_pseudogene
WASF3-AS1	ENSG00000237001	13	26606544	26641793	-	lncRNA
LINC00377	ENSG00000229246	13	81018176	81044691	+	lncRNA
BCAS2P3	ENSG00000226670	13	79166119	79166885	+	processed_pseudogene
RABEPKP1	ENSG00000225801	13	71296210	71297235	+	processed_pseudogene
ANKRD26P2	ENSG00000235550	13	38922727	38936199	-	unprocessed_pseudogene
POU4F1	ENSG00000152192	13	78598362	78603552	-	protein_coding
PSMD10P3	ENSG00000232041	13	73036401	73036848	+	processed_pseudogene
NHLRC3	ENSG00000188811	13	39038306	39050109	+	protein_coding
OLFM4	ENSG00000102837	13	53028813	53052057	+	protein_coding
ARF4P3	ENSG00000214051	13	100756551	100757059	-	processed_pseudogene
CCT5P2	ENSG00000230584	13	78908919	78910542	+	processed_pseudogene
PRR20A	ENSG00000204919	13	57140918	57143939	+	protein_coding
LINC01078	ENSG00000223880	13	75250480	75252012	+	lncRNA
SNRPFP3	ENSG00000225501	13	69101832	69102056	-	processed_pseudogene
DIAPH3	ENSG00000139734	13	59665583	60163928	-	protein_coding
SRSF1P1	ENSG00000224640	13	69408216	69408735	-	processed_pseudogene
RPS26P47	ENSG00000234354	13	100539901	100540248	-	processed_pseudogene
PCDH17	ENSG00000118946	13	57631744	57729311	+	protein_coding
SP3P	ENSG00000225530	13	89361160	89363224	-	processed_pseudogene
RPL21P110	ENSG00000226617	13	72703693	72704138	+	processed_pseudogene
LINC00440	ENSG00000234660	13	89181324	89280240	+	lncRNA
RPS12P24	ENSG00000230283	13	37220860	37221246	-	processed_pseudogene
HIGD1AP2	ENSG00000237148	13	81272891	81273170	+	processed_pseudogene
HNRNPA1P31	ENSG00000227862	13	80619098	80620067	-	processed_pseudogene
ELOCP23	ENSG00000224686	13	78488182	78488513	+	processed_pseudogene
MTND5P3	ENSG00000232447	13	84521725	84523915	+	processed_pseudogene
VENTXP2	ENSG00000215037	13	83907301	83907781	-	processed_pseudogene
ATP6V1G1P7	ENSG00000230474	13	103444620	103444968	-	processed_pseudogene
ARF4P4	ENSG00000231222	13	80888348	80888867	+	processed_pseudogene
LINC01309	ENSG00000234551	13	103420825	103428298	+	lncRNA
SRGNP1	ENSG00000271386	13	78285838	78286288	+	processed_pseudogene
GAPDHP34	ENSG00000235306	13	36740041	36740863	+	processed_pseudogene
LRCH1	ENSG00000136141	13	46553168	46753040	+	protein_coding
SCEL-AS1	ENSG00000224347	13	77599755	77606551	-	lncRNA
COX5BP6	ENSG00000237082	13	100623875	100624429	-	processed_pseudogene
NXT1P1	ENSG00000214823	13	39169636	39169951	-	processed_pseudogene
FTLP8	ENSG00000232217	13	97986950	97987216	-	processed_pseudogene
ZDHHC4P1	ENSG00000238025	13	42933858	42934892	+	processed_pseudogene
DDX6P2	ENSG00000277914	13	86275493	86277262	+	processed_pseudogene
LINC00351	ENSG00000226317	13	85363601	85544570	+	lncRNA
LINC00383	ENSG00000235221	13	69221866	69322190	+	lncRNA
LINC00353	ENSG00000236176	13	89548691	89553804	-	lncRNA
PEX12P1	ENSG00000215418	13	89991831	89992878	+	processed_pseudogene
PRR20C	ENSG00000229665	13	57140918	57157082	+	protein_coding
TCEAL4P1	ENSG00000223543	13	36741878	36742465	-	processed_pseudogene
GAPDHP69	ENSG00000223460	13	29306778	29307785	+	processed_pseudogene
NUS1P4	ENSG00000217686	13	98610292	98610876	-	processed_pseudogene
SLITRK6	ENSG00000184564	13	85792790	85806683	-	protein_coding
RPL27AP8	ENSG00000229423	13	47766640	47767085	-	processed_pseudogene
CYCSP35	ENSG00000233549	13	98629686	98629989	-	processed_pseudogene
NUS1P3	ENSG00000234627	13	24328211	24329072	+	processed_pseudogene
NALF1-IT1	ENSG00000227248	13	107788342	107835451	-	lncRNA
SOX1	ENSG00000182968	13	112067149	112071706	+	protein_coding
CALM2P4	ENSG00000233662	13	98640814	98641239	-	processed_pseudogene
