Gene_Symbol	Gene_ID	Chr	Start	End	Strand	Biotype
ACTR3BP7	ENSG00000226444	22	11124337	11125705	+	processed_pseudogene
ZNF73P	ENSG00000288262	22	11474744	11479643	+	unprocessed_pseudogene
BNIP3P2	ENSG00000236097	22	15349467	15350043	+	processed_pseudogene
ZNF72BP	ENSG00000184624	22	15326037	15343065	-	unprocessed_pseudogene
RPS10P30	ENSG00000214526	22	23322543	23322927	-	processed_pseudogene
OSM	ENSG00000099985	22	30262829	30266851	-	protein_coding
ZNRF3-IT1	ENSG00000235786	22	28992721	29018620	+	lncRNA
NCF4	ENSG00000100365	22	36860988	36878017	+	protein_coding
ACO2P1	ENSG00000235485	22	34589085	34591278	-	processed_pseudogene
CACNA1I	ENSG00000100346	22	39570753	39689735	+	protein_coding
LIF-AS2	ENSG00000268812	22	30246205	30246998	+	lncRNA
ENTHD1	ENSG00000176177	22	39743044	39893864	-	protein_coding
LIF	ENSG00000128342	22	30240453	30246759	-	protein_coding
MRPS18CP6	ENSG00000228807	22	44483495	44483717	-	processed_pseudogene
COX5BP7	ENSG00000226024	22	39120293	39120566	-	processed_pseudogene
TRIOBP	ENSG00000100106	22	37697048	37776556	+	protein_coding
MTFR2P2	ENSG00000235647	22	39750127	39751293	+	processed_pseudogene
GTSE1-DT	ENSG00000277232	22	46295143	46296660	-	lncRNA
RTL6	ENSG00000188636	22	44492583	44498233	-	protein_coding
RPL35AP36	ENSG00000224856	22	43957027	43957348	+	processed_pseudogene
PKDREJ	ENSG00000130943	22	46255663	46263343	-	protein_coding
LINC02556	ENSG00000236611	22	23326616	23328493	+	lncRNA
FUNDC2P4	ENSG00000227009	22	39155525	39155945	+	processed_pseudogene
SKP1P4	ENSG00000236079	22	44413485	44414814	-	processed_pseudogene
YES1P1	ENSG00000224003	22	25647261	25649232	+	processed_pseudogene
SHISAL1	ENSG00000138944	22	44243665	44312951	-	protein_coding
SCUBE1-AS1	ENSG00000203527	22	43275955	43283830	+	lncRNA
U6	ENSG00000276138	22	15273855	15273961	+	snRNA
5_8S_rRNA	ENSG00000276871	22	11249809	11249959	-	rRNA
U6	ENSG00000278188	22	16141767	16141872	+	snRNA
U2	ENSG00000277248	22	10736171	10736283	-	snRNA
RNA5SP494	ENSG00000222585	22	25715041	25715169	-	rRNA_pseudogene
RNU6-1066P	ENSG00000200443	22	27035887	27035991	+	snRNA
RN7SKP169	ENSG00000223056	22	25963983	25964273	-	misc_RNA
SNORD42	ENSG00000201209	22	28232756	28232823	-	snoRNA
Y_RNA	ENSG00000199797	22	28303754	28303850	+	misc_RNA
MIR5739	ENSG00000276162	22	28459869	28459948	+	miRNA
SNORD83A	ENSG00000209482	22	39315213	39315307	-	snoRNA
MIR6821	ENSG00000276753	22	49962866	49962939	+	miRNA
SNORD83B	ENSG00000209480	22	39313819	39313911	-	snoRNA
SNORD43	ENSG00000263764	22	39319050	39319113	-	snoRNA
MIR4535	ENSG00000266887	22	48780295	48780353	+	miRNA
MIR3201	ENSG00000266508	22	48274364	48274415	+	miRNA
