Gene_Symbol	Gene_ID	Chr	Start	End	Strand	Biotype
OR4F8P	ENSG00000266971	19	156279	157215	-	unprocessed_pseudogene
WBP1LP11	ENSG00000267792	19	145485	145812	+	processed_pseudogene
ONECUT3	ENSG00000205922	19	1753506	1780988	+	protein_coding
S1PR4	ENSG00000125910	19	3172346	3180332	+	protein_coding
ELOCP28	ENSG00000105694	19	2538112	2538754	+	processed_pseudogene
ZNRF4	ENSG00000105428	19	5455417	5456856	+	protein_coding
GNA15-DT	ENSG00000267551	19	3141576	3155175	-	lncRNA
GNA15	ENSG00000060558	19	3136033	3163749	+	protein_coding
FTLP5	ENSG00000266989	19	3870991	3872107	+	processed_pseudogene
GNA11	ENSG00000088256	19	3094362	3123999	+	protein_coding
RPL35P10	ENSG00000266944	19	3130717	3131398	+	processed_pseudogene
RPS2P52	ENSG00000213726	19	690353	691172	+	processed_pseudogene
CYP4F10P	ENSG00000267241	19	15664106	15669826	+	unprocessed_pseudogene
TEKTL1	ENSG00000160994	19	15010726	15023276	+	protein_coding
OR7C2	ENSG00000127529	19	14941489	14942448	+	protein_coding
OR7A11P	ENSG00000198367	19	14916428	14917380	+	unprocessed_pseudogene
CYP4F8	ENSG00000186526	19	15615218	15630639	+	protein_coding
OR7A3P	ENSG00000269787	19	14903232	14904138	-	unprocessed_pseudogene
ZNF627	ENSG00000198551	19	11559374	11619161	+	protein_coding
OR7A15P	ENSG00000176923	19	14927052	14928060	+	unprocessed_pseudogene
CASP14	ENSG00000105141	19	15049480	15058293	+	protein_coding
OR10B1P	ENSG00000267961	19	15141105	15142062	-	unprocessed_pseudogene
BORCS8-MEF2B	ENSG00000064489	19	19145569	19192158	-	protein_coding
VN1R80P	ENSG00000268598	19	21063924	21064261	+	unprocessed_pseudogene
MTDHP2	ENSG00000269615	19	21940820	21941533	+	processed_pseudogene
BNIP3P24	ENSG00000269040	19	20784596	20785152	-	processed_pseudogene
VN1R79P	ENSG00000269885	19	20758440	20758952	+	unprocessed_pseudogene
VN1R82P	ENSG00000268995	19	21188598	21188953	+	unprocessed_pseudogene
BNIP3P27	ENSG00000268438	19	21826513	21827279	+	processed_pseudogene
VN1R78P	ENSG00000268272	19	20583084	20583647	-	unprocessed_pseudogene
ZNF257	ENSG00000197134	19	22052430	22091480	+	protein_coding
ZNF729	ENSG00000196350	19	22286441	22317176	+	protein_coding
CPSF6P1	ENSG00000271182	19	21634833	21635175	-	processed_pseudogene
VN1R84P	ENSG00000268117	19	21719801	21720035	-	unprocessed_pseudogene
KLHL26	ENSG00000167487	19	18637025	18671721	+	protein_coding
BNIP3P28	ENSG00000271095	19	21997648	21998840	+	processed_pseudogene
ZNF209P	ENSG00000269138	19	22463922	22473036	+	unprocessed_pseudogene
BNIP3P32	ENSG00000268830	19	22447934	22448777	-	processed_pseudogene
KRT18P40	ENSG00000269012	19	20961057	20965140	+	unprocessed_pseudogene
BNIP3P36	ENSG00000271661	19	22994968	22995847	+	processed_pseudogene
VN1R90P	ENSG00000268794	19	23288620	23289345	+	unprocessed_pseudogene
BNIP3P35	ENSG00000271655	19	22840432	22840921	-	processed_pseudogene
BNIP3P8	ENSG00000269431	19	23380317	23380876	+	processed_pseudogene
PCGF7P	ENSG00000268140	19	22137931	22138981	+	processed_pseudogene
CDC42EP3P1	ENSG00000268992	19	23384530	23385293	+	processed_pseudogene
BNIP3P31	ENSG00000270191	19	22298977	22299868	-	processed_pseudogene
RPL7AP10	ENSG00000240522	19	21149648	21150438	-	processed_pseudogene
MTDHP4	ENSG00000268535	19	21709522	21710191	+	processed_pseudogene
BNIP3P30	ENSG00000268079	19	22203128	22204003	+	processed_pseudogene
ERVK-28	ENSG00000267696	19	27638483	27646483	-	lncRNA
BNIP3P33	ENSG00000268717	19	22457329	22458212	-	processed_pseudogene
VN1R91P	ENSG00000268148	19	23290849	23291017	+	unprocessed_pseudogene
BNIP3P29	ENSG00000269742	19	22065828	22066398	-	processed_pseudogene
ZNF98	ENSG00000197360	19	22391019	22532485	-	protein_coding
MTDHP5	ENSG00000269575	19	22140532	22141117	+	processed_pseudogene
BNIP3P40	ENSG00000268058	19	24098425	24098980	-	processed_pseudogene
VN1R85P	ENSG00000269345	19	22174766	22175191	-	unprocessed_pseudogene
ZNF92P2	ENSG00000269505	19	22128627	22130318	-	processed_pseudogene
BNIP3P38	ENSG00000268469	19	23236308	23236851	+	processed_pseudogene
ZNF730	ENSG00000183850	19	23075210	23147221	+	protein_coding
RPL34P34	ENSG00000236312	19	22368599	22368952	-	processed_pseudogene
MTDHP3	ENSG00000268433	19	21677550	21678221	-	processed_pseudogene
ZNF728	ENSG00000269067	19	22974883	23003176	-	protein_coding
BNIP3P37	ENSG00000270479	19	23123188	23124088	-	processed_pseudogene
RPL36AP51	ENSG00000242291	19	21233335	21233652	+	processed_pseudogene
BRI3BPP1	ENSG00000269136	19	21800480	21801266	+	processed_pseudogene
RPS4XP20	ENSG00000249987	19	34022656	34023427	-	processed_pseudogene
PDCD2L	ENSG00000126249	19	34404399	34426168	+	protein_coding
PPIAP58	ENSG00000267258	19	29921182	29921653	+	processed_pseudogene
VN1R92P	ENSG00000268908	19	23444262	23445189	+	unprocessed_pseudogene
ZNF723	ENSG00000268696	19	22832291	22858667	+	protein_coding
TAF9P3	ENSG00000267692	19	30037285	30037411	+	processed_pseudogene
RPS4XP23	ENSG00000239253	19	34021659	34021895	+	processed_pseudogene
RPS26P55	ENSG00000239210	19	34533427	34534084	-	processed_pseudogene
RAB4B-EGLN2	ENSG00000171570	19	40778242	40808418	+	protein_coding
SNX6P1	ENSG00000267920	19	23126569	23127792	-	processed_pseudogene
RPL29P33	ENSG00000257074	19	34296277	34296592	-	processed_pseudogene
IRGC	ENSG00000124449	19	43716076	43720021	+	protein_coding
CYP2A7P2	ENSG00000198251	19	40908480	40910685	-	unprocessed_pseudogene
CYP2G2P	ENSG00000268101	19	41050449	41062444	-	unprocessed_pseudogene
BNIP3P34	ENSG00000269509	19	22773853	22774424	+	processed_pseudogene
UBA2	ENSG00000126261	19	34428352	34471251	+	protein_coding
BSPH1	ENSG00000188334	19	47968046	47992170	-	protein_coding
CABP5	ENSG00000105507	19	48029383	48044079	-	protein_coding
KRTDAP	ENSG00000188508	19	35487324	35495558	-	protein_coding
RPL36P16	ENSG00000224476	19	41169861	41170166	+	processed_pseudogene
ZNF586	ENSG00000083828	19	57769655	57819939	+	protein_coding
RPS10P28	ENSG00000243167	19	42670005	42670816	+	processed_pseudogene
KLK2	ENSG00000167751	19	50861568	50880567	+	protein_coding
MIA-RAB4B	ENSG00000268975	19	40771648	40796943	+	protein_coding
RPL9P32	ENSG00000242100	19	29956369	29956988	-	processed_pseudogene
PSG7	ENSG00000221878	19	42924132	42937207	-	protein_coding
SUMO1P4	ENSG00000235555	19	49275119	49275420	+	processed_pseudogene
SLC6A16	ENSG00000063127	19	49289638	49325215	-	protein_coding
VN1R88P	ENSG00000268541	19	22861303	22861594	+	unprocessed_pseudogene
BRSK1	ENSG00000160469	19	55282072	55312562	+	protein_coding
ZNF578	ENSG00000258405	19	52453553	52516882	+	protein_coding
DKKL1	ENSG00000104901	19	49361783	49375116	+	protein_coding
VN1R81P	ENSG00000268357	19	21123817	21124188	+	unprocessed_pseudogene
LINC01782	ENSG00000267204	19	32102088	32105916	-	lncRNA
CHCHD2P3	ENSG00000270849	19	34126973	34127423	+	processed_pseudogene
RPS4XP21	ENSG00000186008	19	34092561	34093310	-	processed_pseudogene
ZNF807P	ENSG00000248830	19	34542462	34545395	-	unprocessed_pseudogene
MIR1302-11	ENSG00000283801	19	71973	72110	+	miRNA
Metazoa_SRP	ENSG00000275642	19	1724115	1724395	+	misc_RNA
RN7SL121P	ENSG00000263974	19	2595019	2595291	-	misc_RNA
MIR7850	ENSG00000277904	19	2630715	2630793	+	miRNA
RNU6-782P	ENSG00000252661	19	15145215	15145318	+	snRNA
RN7SL70P	ENSG00000241172	19	18957957	18958258	-	misc_RNA
RNU6-1028P	ENSG00000252973	19	19232855	19232947	+	snRNA
RNA5SP469	ENSG00000201035	19	21113128	21113236	-	rRNA_pseudogene
RNA5-8SP4	ENSG00000201966	19	24004358	24004507	-	rRNA_pseudogene
RNU6-967P	ENSG00000201894	19	31787148	31787255	-	snRNA
RNA5SP471	ENSG00000252780	19	31655356	31655461	-	rRNA_pseudogene
RNA5SP472	ENSG00000200738	19	32243965	32244083	-	rRNA_pseudogene
RN7SL154P	ENSG00000264317	19	34421988	34422311	-	misc_RNA
Y_RNA	ENSG00000200179	19	36203347	36203459	-	misc_RNA
RN7SL368P	ENSG00000239948	19	43660500	43660776	-	misc_RNA
MIR4324	ENSG00000265407	19	49308797	49308868	-	miRNA
PAK4-AS1	ENSG00000269172	19	39134882	39136463	-	lncRNA
IFNL3P1	ENSG00000268510	19	39236433	39237293	-	unprocessed_pseudogene
MSRB1P1	ENSG00000213926	19	39254916	39255269	-	processed_pseudogene
IFNL4P1	ENSG00000272311	19	39264382	39265817	+	unprocessed_pseudogene
IFNL1	ENSG00000182393	19	39296407	39298673	+	protein_coding
RN7SL566P	ENSG00000241983	19	39369153	39369448	+	misc_RNA
MIR4530	ENSG00000266559	19	39409623	39409678	-	miRNA
EID2B	ENSG00000176401	19	39530987	39532852	-	protein_coding
EID2	ENSG00000176396	19	39538707	39540161	-	protein_coding
RPS29P24	ENSG00000244253	19	39588955	39589125	+	processed_pseudogene
