Gene_Symbol	Gene_ID	Chr	Start	End	Strand	Biotype
LINC02063	ENSG00000250921	5	4135638	4147429	+	lncRNA
ICE1	ENSG00000164151	5	5420664	5490220	+	protein_coding
LINC02145	ENSG00000250490	5	6310441	6339884	-	lncRNA
MTCO1P31	ENSG00000251476	5	5396477	5396968	-	processed_pseudogene
MARCHF11	ENSG00000183654	5	16067139	16180762	-	protein_coding
MTCO1P30	ENSG00000248729	5	5395378	5395957	-	processed_pseudogene
HMGB3P3	ENSG00000250730	5	6289857	6290624	+	processed_pseudogene
MYO10	ENSG00000145555	5	16661907	16936288	-	protein_coding
ADAMTS16-AS1	ENSG00000250866	5	5142138	5176214	-	lncRNA
RPL32P14	ENSG00000242654	5	19041009	19041386	+	processed_pseudogene
ALG3P1	ENSG00000251568	5	5375723	5376836	-	processed_pseudogene
MTCO2P30	ENSG00000250808	5	5395972	5396335	-	processed_pseudogene
UBE2V1P12	ENSG00000249191	5	18886622	18887095	-	processed_pseudogene
FBXL7	ENSG00000183580	5	15500180	15939795	+	protein_coding
RPS23P5	ENSG00000242608	5	13250235	13250662	-	processed_pseudogene
HPRT1P2	ENSG00000250587	5	30248350	30248893	+	processed_pseudogene
MARK2P5	ENSG00000248834	5	15384220	15384853	+	processed_pseudogene
PTPN11P4	ENSG00000250332	5	23303565	23305143	-	processed_pseudogene
MTND6P2	ENSG00000250389	5	8618581	8619104	-	processed_pseudogene
HSPD1P15	ENSG00000249557	5	19233366	19234487	+	processed_pseudogene
LINC02146	ENSG00000249490	5	20606710	20616441	-	lncRNA
ANKH-DT	ENSG00000272057	5	14872332	14872713	+	lncRNA
ADH5P5	ENSG00000234865	5	23980587	23980938	+	transcribed_processed_pseudogene
GCSHP1	ENSG00000248651	5	39888576	39889059	-	processed_pseudogene
RPL21P56	ENSG00000241739	5	31840492	31840971	-	processed_pseudogene
AK4P2	ENSG00000249410	5	55551885	55552554	-	processed_pseudogene
LINC02120	ENSG00000248279	5	32947443	32962467	+	lncRNA
GCNT1P2	ENSG00000249206	5	22580225	22580819	-	processed_pseudogene
UQCRBP3	ENSG00000249928	5	14874400	14874711	-	processed_pseudogene
CDH9	ENSG00000113100	5	26880597	27121150	-	protein_coding
ADAMTS12	ENSG00000151388	5	33523535	33892019	-	protein_coding
LINC02225	ENSG00000249584	5	57890327	57899162	-	lncRNA
HMGB1P47	ENSG00000249338	5	51409617	51410205	-	processed_pseudogene
RLIG1P1	ENSG00000250480	5	57120796	57122624	+	processed_pseudogene
AKTIPP2	ENSG00000226432	5	24170370	24171246	+	processed_pseudogene
RAB3C	ENSG00000152932	5	58582221	58859394	+	protein_coding
LINC00603	ENSG00000250048	5	39892138	40053324	+	lncRNA
SUCLG2P4	ENSG00000249226	5	29001760	29003357	+	processed_pseudogene
RPS17P11	ENSG00000244621	5	52282567	52282859	+	processed_pseudogene
ITGA1	ENSG00000213949	5	52787916	52959209	+	protein_coding
UBL5P1	ENSG00000248418	5	29600676	29600868	+	processed_pseudogene
