Gene_Symbol	Gene_ID	Chr	Start	End	Strand	Biotype
TRAPPC12-AS1	ENSG00000225234	2	3481242	3482409	-	lncRNA
LINC01247	ENSG00000227007	2	6366010	6375422	-	lncRNA
LINC02973	ENSG00000272002	2	7260871	7261504	+	lncRNA
MSGN1	ENSG00000151379	2	17816460	17817798	+	protein_coding
EIPR1-IT1	ENSG00000224885	2	3298341	3301465	-	lncRNA
HS1BP3-IT1	ENSG00000231948	2	20590775	20592548	-	lncRNA
CDK8P1	ENSG00000230044	2	11665369	11665969	-	processed_pseudogene
PIK3CDP1	ENSG00000231610	2	6495877	6496798	-	processed_pseudogene
RPS25P3	ENSG00000233416	2	20606280	20606654	-	processed_pseudogene
LINC02850	ENSG00000236436	2	20859771	20861661	+	lncRNA
RPS16P2	ENSG00000213729	2	20155618	20156057	-	processed_pseudogene
RPS13P4	ENSG00000238111	2	23900693	23901149	+	processed_pseudogene
LINC01866	ENSG00000237670	2	16970034	16974497	+	lncRNA
CRTC1P1	ENSG00000204993	2	52570648	52572522	+	processed_pseudogene
SLC25A5P2	ENSG00000235064	2	33839782	33840678	-	processed_pseudogene
RPL37P11	ENSG00000225024	2	26678219	26678510	-	processed_pseudogene
CISD1P1	ENSG00000213403	2	19826249	19826575	+	processed_pseudogene
RPL36AP14	ENSG00000233335	2	46256860	46257177	-	processed_pseudogene
GDF7	ENSG00000143869	2	20667144	20679243	+	protein_coding
FTH1P6	ENSG00000233083	2	52629743	52630078	+	processed_pseudogene
LINC01318	ENSG00000237790	2	34067226	34069550	+	lncRNA
ZFYVE9P2	ENSG00000214843	2	17284292	17284895	+	processed_pseudogene
KCNG3	ENSG00000171126	2	42442017	42493982	-	protein_coding
FBXL12P1	ENSG00000235968	2	68023694	68024766	-	processed_pseudogene
FSHR	ENSG00000170820	2	48962157	49154527	-	protein_coding
RPS13P3	ENSG00000236913	2	42469817	42470266	+	processed_pseudogene
PGAM1P6	ENSG00000224464	2	23872268	23873014	-	processed_pseudogene
PRKCE-AS1	ENSG00000228481	2	45674701	45675476	-	lncRNA
RPL21P70	ENSG00000213620	2	31290762	31291604	+	processed_pseudogene
VDAC1P13	ENSG00000232526	2	42463139	42463997	-	processed_pseudogene
DNAJB12P1	ENSG00000237979	2	65500993	65502138	-	processed_pseudogene
RPL37P13	ENSG00000233702	2	62507545	62507823	-	processed_pseudogene
PSMC1P10	ENSG00000236348	2	17385091	17386417	+	processed_pseudogene
SUPT4H1P1	ENSG00000226247	2	75651288	75651627	-	processed_pseudogene
USP34	ENSG00000115464	2	61187463	61471087	-	protein_coding
RPL26P15	ENSG00000233829	2	46003942	46004309	-	processed_pseudogene
RPS20P9	ENSG00000237162	2	62939916	62940282	+	processed_pseudogene
MTND4P25	ENSG00000226700	2	82814984	82815516	+	processed_pseudogene
RPS15AP15	ENSG00000223739	2	65511771	65512076	-	processed_pseudogene
RPL27P5	ENSG00000232403	2	63108118	63108429	-	processed_pseudogene
LBH	ENSG00000213626	2	30231534	30323730	+	protein_coding
RPL21P37	ENSG00000229503	2	62532583	62533059	-	processed_pseudogene
ST6GALNAC2P1	ENSG00000228902	2	84039885	84040720	-	processed_pseudogene
MTND5P27	ENSG00000225045	2	82815809	82817528	+	processed_pseudogene
PPIAP64	ENSG00000236259	2	68125265	68125747	+	processed_pseudogene
LRRTM4-AS1	ENSG00000234653	2	76985965	77009791	+	lncRNA
ELOBP3	ENSG00000232285	2	48780602	48780895	+	processed_pseudogene
TPT1P11	ENSG00000239995	2	48632856	48633353	-	transcribed_processed_pseudogene
PRKCE-AS2	ENSG00000232696	2	46078015	46078828	-	lncRNA
LINC03050	ENSG00000235725	2	65589566	65640177	-	lncRNA
LINC01809	ENSG00000232548	2	83522814	83523502	+	lncRNA
SMIM7P1	ENSG00000196085	2	35219377	35219604	-	processed_pseudogene
MTND6P7	ENSG00000224695	2	82817538	82818061	-	processed_pseudogene
BCL11A	ENSG00000119866	2	60450520	60554467	-	protein_coding
KMT5AP2	ENSG00000232531	2	91747940	91748986	-	processed_pseudogene
DRD5P1	ENSG00000184303	2	91684447	91685884	-	processed_pseudogene
RPL37P10	ENSG00000224627	2	83594956	83595243	+	processed_pseudogene
RPL12P18	ENSG00000213400	2	84874696	84875020	+	processed_pseudogene
LYARP1	ENSG00000229560	2	82268427	82269927	-	processed_pseudogene
RPL12P19	ENSG00000226972	2	44270621	44271106	+	processed_pseudogene
SUCLA2P2	ENSG00000233107	2	76106016	76107324	-	processed_pseudogene
MIR548BAHG	ENSG00000282890	2	48809340	49419013	+	lncRNA
RPL26P13	ENSG00000213495	2	60711484	60711920	+	processed_pseudogene
LSM3P3	ENSG00000225787	2	85102389	85102694	-	processed_pseudogene
EVA1A-AS	ENSG00000231172	2	75524068	75542706	+	lncRNA
ANKRD11P1	ENSG00000234429	2	81194337	81201184	-	processed_pseudogene
ZNF863P	ENSG00000236538	2	52071355	52077197	+	processed_pseudogene
MTCYBP7	ENSG00000227789	2	82818131	82819264	+	processed_pseudogene
MRPL50P1	ENSG00000234587	2	35724759	35725142	-	processed_pseudogene
ANAPC1P3	ENSG00000230395	2	87118534	87120980	-	unprocessed_pseudogene
CRLF3P3	ENSG00000228225	2	84031140	84032358	+	processed_pseudogene
RPS2P17	ENSG00000213399	2	84915868	84916660	+	processed_pseudogene
CHMP4AP1	ENSG00000231722	2	81418723	81419302	-	processed_pseudogene
NDUFB4P7	ENSG00000225428	2	87968609	87968971	+	processed_pseudogene
DHFRP3	ENSG00000168129	2	82856826	82857384	+	processed_pseudogene
CCDC12P1	ENSG00000226366	2	51926882	51927362	-	processed_pseudogene
RBX1P1	ENSG00000226860	2	82609652	82609977	+	processed_pseudogene
TACR1	ENSG00000115353	2	75046463	75199520	-	protein_coding
ABCD1P5	ENSG00000214330	2	91840601	91843802	+	unprocessed_pseudogene
CIB4	ENSG00000157884	2	26581205	26641366	-	protein_coding
CTBP2P5	ENSG00000214602	2	48915267	48916530	-	processed_pseudogene
ATP1B3P1	ENSG00000271707	2	60734895	60735715	-	processed_pseudogene
