Gene_Symbol	Gene_ID	Chr	Start	End	Strand	Biotype
TOLLIP-DT	ENSG00000255153	11	1309769	1310707	+	lncRNA
MUC5B	ENSG00000117983	11	1223066	1262172	+	protein_coding
MUC5B-AS1	ENSG00000255177	11	1242261	1249676	-	lncRNA
H3P33	ENSG00000255492	11	11856490	11856859	-	processed_pseudogene
NAV2-AS3	ENSG00000254542	11	19978699	19981337	-	lncRNA
MUC5AC	ENSG00000215182	11	1157953	1201138	+	protein_coding
RPL36AP40	ENSG00000240298	11	25588475	25588795	-	processed_pseudogene
RBMXL2	ENSG00000170748	11	7088998	7091148	+	protein_coding
ANO3	ENSG00000134343	11	26188842	26663289	+	protein_coding
CYCSP25	ENSG00000255370	11	31280672	31280987	-	processed_pseudogene
SYT9	ENSG00000170743	11	7238778	7469043	+	protein_coding
LINC02745	ENSG00000255300	11	41993381	42163851	-	lncRNA
CSNK2A3	ENSG00000254598	11	11351942	11353250	-	protein_coding
FANCF	ENSG00000183161	11	22622533	22625823	-	protein_coding
SPON1-AS1	ENSG00000254418	11	14262846	14273691	-	lncRNA
DNAAF11P1	ENSG00000254784	11	38211389	38212799	+	processed_pseudogene
WIZP1	ENSG00000255293	11	23403805	23406103	+	processed_pseudogene
PAUPAR	ENSG00000281880	11	31812307	32002405	+	lncRNA
DBX1	ENSG00000109851	11	20156155	20160475	-	protein_coding
LUZP2	ENSG00000187398	11	24496970	25082638	+	protein_coding
LEISA1	ENSG00000270607	11	19710934	19712619	-	lncRNA
FJX1	ENSG00000179431	11	35618460	35620865	+	protein_coding
OR4C13	ENSG00000258817	11	49952391	49953419	+	protein_coding
GTF2IP11	ENSG00000255199	11	50100892	50102898	-	unprocessed_pseudogene
ANKRD33BP5	ENSG00000255111	11	49892262	49893777	-	processed_pseudogene
OR4C14P	ENSG00000233301	11	55537002	55537924	+	unprocessed_pseudogene
NAV2-AS5	ENSG00000255043	11	19502672	19507229	-	lncRNA
ANKRD33BP6	ENSG00000254547	11	55867569	55874537	-	unprocessed_pseudogene
THAP12P4	ENSG00000254465	11	23478068	23480430	+	processed_pseudogene
OR4A49P	ENSG00000254472	11	49915013	49915644	-	unprocessed_pseudogene
OR2BH1P	ENSG00000272882	11	28986635	28987498	+	unprocessed_pseudogene
EIF4A2P5	ENSG00000255490	11	32085111	32085712	+	processed_pseudogene
MTND5P21	ENSG00000255123	11	11239759	11240280	+	processed_pseudogene
