Gene_Symbol	Gene_ID	Chr	Start	End	Strand	Biotype
ADARB2	ENSG00000185736	10	1177313	1737525	-	protein_coding
CHCHD3P1	ENSG00000236420	10	8619933	8620608	+	processed_pseudogene
HSP90AB7P	ENSG00000235838	10	9721963	9724416	-	processed_pseudogene
MTND1P37	ENSG00000283456	10	19747172	19747435	-	processed_pseudogene
HMGN1P20	ENSG00000239539	10	19489101	19489400	+	processed_pseudogene
ACBD7	ENSG00000176244	10	15075475	15088776	-	protein_coding
MTND2P16	ENSG00000230818	10	19747823	19748621	+	processed_pseudogene
CKS1BP2	ENSG00000225976	10	29697935	29698174	+	processed_pseudogene
CUBN	ENSG00000107611	10	16823966	17129811	-	protein_coding
ZNF33BP1	ENSG00000225192	10	37794276	37796109	-	processed_pseudogene
ARMC3	ENSG00000165309	10	22928024	23038523	+	protein_coding
RPP38-DT	ENSG00000176236	10	15095385	15097319	-	lncRNA
ACTR3BP5	ENSG00000227264	10	38696424	38697902	+	processed_pseudogene
PABPC1P12	ENSG00000225638	10	38635908	38638082	+	processed_pseudogene
RPS24P13	ENSG00000233190	10	32231849	32232245	-	processed_pseudogene
ZNF37CP	ENSG00000151963	10	37883594	37884109	+	unprocessed_pseudogene
PLXDC2-AS1	ENSG00000238246	10	20070805	20091784	-	lncRNA
RPS4XP11	ENSG00000234335	10	32102522	32103293	-	processed_pseudogene
MALRD1	ENSG00000204740	10	19048801	19790401	+	protein_coding
ST8SIA6	ENSG00000148488	10	17315421	17454595	-	protein_coding
GDF2	ENSG00000263761	10	47322454	47327588	+	protein_coding
CHEK2P5	ENSG00000234541	10	38713195	38719229	+	unprocessed_pseudogene
FXYD6P1	ENSG00000270762	10	42555440	42555724	+	processed_pseudogene
CICP9	ENSG00000228882	10	38452987	38455365	-	processed_pseudogene
HNRNPRP1	ENSG00000223984	10	21624592	21626286	-	processed_pseudogene
AMD1P1	ENSG00000228339	10	20350049	20351100	+	processed_pseudogene
FTLP19	ENSG00000237913	10	16071416	16071809	-	processed_pseudogene
ZNF33CP	ENSG00000235197	10	37894637	37896666	+	processed_pseudogene
PTF1A	ENSG00000168267	10	23192312	23194245	+	protein_coding
RPL36AP55	ENSG00000226016	10	27904209	27905162	+	processed_pseudogene
HIRAP1	ENSG00000271563	10	25691537	25692323	+	processed_pseudogene
CTSLP2	ENSG00000266217	10	47581211	47582321	-	unprocessed_pseudogene
EIF3LP2	ENSG00000233837	10	42566677	42567483	+	processed_pseudogene
MKX-AS1	ENSG00000230500	10	27744786	27767794	+	lncRNA
ENKUR	ENSG00000151023	10	24981979	25062279	-	protein_coding
GPN3P1	ENSG00000227465	10	25647570	25648104	-	processed_pseudogene
MRPS35P3	ENSG00000270192	10	57982285	57982993	+	processed_pseudogene
UBE2V2P1	ENSG00000226255	10	19051455	19052170	+	processed_pseudogene
MYL6P3	ENSG00000227173	10	65169438	65169869	-	processed_pseudogene
PHYHIPL	ENSG00000165443	10	59176643	59247774	+	protein_coding
NAMPTP1	ENSG00000229644	10	36521721	36524234	-	processed_pseudogene
RBP3	ENSG00000265203	10	47348363	47357881	+	protein_coding
TATDN1P1	ENSG00000234369	10	63222155	63223045	+	processed_pseudogene
SNRPEP8	ENSG00000231399	10	53038285	53038544	+	processed_pseudogene
YWHAZP3	ENSG00000229932	10	23136924	23137661	+	processed_pseudogene
RPL31P44	ENSG00000213657	10	52389112	52389488	-	processed_pseudogene
NEK4P3	ENSG00000270754	10	65054460	65055003	+	processed_pseudogene
MRPS21P5	ENSG00000226395	10	28004702	28004932	+	processed_pseudogene
PRELID1P3	ENSG00000235816	10	63427297	63427939	+	processed_pseudogene
JCAD	ENSG00000165757	10	30012803	30115494	-	protein_coding
THAP12P3	ENSG00000227972	10	52411135	52413492	+	processed_pseudogene
DKK1	ENSG00000107984	10	52314281	52318042	+	protein_coding
GRID1-AS2	ENSG00000270002	10	85644073	85648066	+	lncRNA
NUTM2A	ENSG00000184923	10	87225448	87236908	+	protein_coding
LINC01520	ENSG00000230962	10	85449592	85492001	+	lncRNA
MINPP1	ENSG00000107789	10	87504875	87553461	+	protein_coding
FARSBP1	ENSG00000231060	10	80776165	80778088	-	processed_pseudogene
RPS3AP5	ENSG00000178429	10	84560443	84561263	+	processed_pseudogene
PPIAP30	ENSG00000206448	10	15154802	15155320	-	processed_pseudogene
FAM133CP	ENSG00000183055	10	58715554	58716257	+	processed_pseudogene
GRID1	ENSG00000182771	10	85599552	86366795	-	protein_coding
LINC02671	ENSG00000224714	10	64901136	65017639	-	lncRNA
RSU1P3	ENSG00000213659	10	51319826	51320660	+	processed_pseudogene
WARS2P1	ENSG00000227209	10	80940665	80941201	-	processed_pseudogene
EIF2S2P3	ENSG00000236493	10	92668745	92669743	-	processed_pseudogene
NPAP1P3	ENSG00000237740	10	87376896	87378481	+	processed_pseudogene
ARHGAP19-SLIT1	ENSG00000269891	10	97153045	97292637	-	protein_coding
SDHCP2	ENSG00000214549	10	92118664	92119164	+	processed_pseudogene
ABCD1P2	ENSG00000215151	10	38601418	38605609	+	unprocessed_pseudogene
NPM1P26	ENSG00000235677	10	96560185	96560922	+	processed_pseudogene
LINC02628	ENSG00000226412	10	33578931	33600040	-	lncRNA
MKNK2P1	ENSG00000233533	10	36944111	36944738	-	processed_pseudogene
EIF4A1P8	ENSG00000213484	10	92136875	92138370	+	processed_pseudogene
CYP26C1	ENSG00000187553	10	93060798	93069540	+	protein_coding
DBF4P1	ENSG00000235489	10	64168959	64170850	-	processed_pseudogene
RPL17P34	ENSG00000213432	10	93284004	93284558	-	processed_pseudogene
RPA2P2	ENSG00000226466	10	81136540	81137335	-	processed_pseudogene
SMARCE1P7	ENSG00000270973	10	101181144	101181951	-	processed_pseudogene
RPLP1P10	ENSG00000226888	10	59088701	59089039	-	processed_pseudogene
EXOC6	ENSG00000138190	10	92826831	93059493	+	protein_coding
BICC1	ENSG00000122870	10	58512872	58831435	+	protein_coding
RPL7AP50	ENSG00000213609	10	63902451	63903245	-	processed_pseudogene
KSR1P1	ENSG00000229485	10	42149310	42149549	-	processed_pseudogene
RPL7P37	ENSG00000226646	10	35697300	35698037	+	processed_pseudogene
