Gene_Symbol	Gene_ID	Chr	Start	End	Strand	Biotype
BNIP3P6	ENSG00000257356	14	18418775	18419273	+	processed_pseudogene
TRDJ1	ENSG00000211825	14	22450089	22450139	+	TR_J_gene
TRDV2	ENSG00000211821	14	22422371	22423042	+	TR_V_gene
TRAJ60	ENSG00000249446	14	22476306	22476362	+	TR_J_pseudogene
TRDD1	ENSG00000223997	14	22438547	22438554	+	TR_D_gene
TRAJ54	ENSG00000211836	14	22482287	22482346	+	TR_J_gene
TRAJ49	ENSG00000211840	14	22489488	22489543	+	TR_J_gene
TRDJ3	ENSG00000211828	14	22459098	22459156	+	TR_J_gene
TRDD3	ENSG00000228985	14	22449113	22449125	+	TR_D_gene
TRAJ48	ENSG00000211841	14	22490491	22490553	+	TR_J_gene
TRAJ59	ENSG00000211832	14	22476553	22476606	+	TR_J_gene
TRAJ61	ENSG00000211831	14	22475316	22475375	+	TR_J_gene
TRDC	ENSG00000211829	14	22462932	22465787	+	TR_C_gene
TRAJ58	ENSG00000211833	14	22477707	22477769	+	TR_J_gene
TRDJ4	ENSG00000211826	14	22455249	22455296	+	TR_J_gene
TRAJ47	ENSG00000211842	14	22492851	22492907	+	TR_J_gene
TRDJ2	ENSG00000211827	14	22456689	22456742	+	TR_J_gene
TRAJ56	ENSG00000211835	14	22479521	22479582	+	TR_J_gene
KIAA1143P1	ENSG00000259086	14	32271857	32272301	-	processed_pseudogene
ARHGAP16P	ENSG00000258894	14	43595136	43596683	+	processed_pseudogene
TRDD2	ENSG00000237235	14	22439007	22439015	+	TR_D_gene
TRAJ53	ENSG00000211837	14	22483004	22483069	+	TR_J_gene
KRT8P2	ENSG00000258828	14	43540883	43541826	-	processed_pseudogene
TRAJ45	ENSG00000211844	14	22493925	22493990	+	TR_J_gene
ATP5MC2P2	ENSG00000258401	14	49373966	49374383	+	processed_pseudogene
TRAJ52	ENSG00000211838	14	22486228	22486296	+	TR_J_gene
TRAJ55	ENSG00000250688	14	22481697	22481753	+	TR_J_pseudogene
GLRX5P3	ENSG00000271424	14	39370279	39370756	-	processed_pseudogene
TRDV3	ENSG00000256590	14	22469041	22469698	-	TR_V_gene
LINC02307	ENSG00000258969	14	43990539	44386064	-	lncRNA
