Gene_Symbol	Gene_ID	Chr	Start	End	Strand	Biotype
RPL22P16	ENSG00000213935	7	4865432	4865804	-	processed_pseudogene
OR7E59P	ENSG00000250561	7	6879627	6880626	-	unprocessed_pseudogene
PER3P1	ENSG00000271077	7	9634270	9635703	+	processed_pseudogene
HSPA8P8	ENSG00000229091	7	10451311	10453252	+	processed_pseudogene
CYP3A54P	ENSG00000261809	7	4511959	4512033	-	processed_pseudogene
CCNB2P1	ENSG00000214998	7	7909300	7910449	-	processed_pseudogene
NXPH1	ENSG00000122584	7	8433609	8752961	+	protein_coding
PAPOLB	ENSG00000218823	7	4857738	4862030	-	protein_coding
RPL23AP52	ENSG00000230370	7	11006399	11006876	-	processed_pseudogene
RPL36AP26	ENSG00000235828	7	15701435	15701752	-	processed_pseudogene
CPAMD8P1	ENSG00000197320	7	9726241	9728272	+	processed_pseudogene
EVA1CP3	ENSG00000243531	7	6900424	6900623	-	processed_pseudogene
RBMX2P4	ENSG00000230879	7	12922545	12922920	-	processed_pseudogene
NPM1P11	ENSG00000226827	7	11257681	11258535	-	processed_pseudogene
GAPDHP68	ENSG00000233876	7	9614978	9615985	+	processed_pseudogene
GTF3AP5	ENSG00000225816	7	14985378	14986074	-	processed_pseudogene
RPL21P75	ENSG00000213860	7	20002765	20003247	+	processed_pseudogene
TWIST1	ENSG00000122691	7	19020991	19117636	-	protein_coding
EIF4HP1	ENSG00000233830	7	27458163	27458849	-	processed_pseudogene
LINC02888	ENSG00000236318	7	17374867	17467256	+	lncRNA
RPS26P30	ENSG00000234839	7	20843627	20843961	+	processed_pseudogene
PSMC1P2	ENSG00000213781	7	27461766	27462969	+	processed_pseudogene
ABCA13	ENSG00000179869	7	48171458	48647497	+	protein_coding
EEF1A1P27	ENSG00000179460	7	20582072	20583206	+	processed_pseudogene
RRBP1P1	ENSG00000223970	7	53002420	53003429	+	processed_pseudogene
NPSR1	ENSG00000187258	7	34658218	34878332	+	protein_coding
INMT	ENSG00000241644	7	30697985	30757602	+	protein_coding
LINC01176	ENSG00000281404	7	30390885	30412375	+	lncRNA
ROBO2P1	ENSG00000229478	7	51600286	51600573	-	processed_pseudogene
LINC03129	ENSG00000236529	7	65840055	65842396	+	lncRNA
VN1R33P	ENSG00000227426	7	63401385	63402271	-	unitary_pseudogene
RPL31P35	ENSG00000232612	7	54656358	54656734	+	processed_pseudogene
HAUS6P1	ENSG00000227344	7	53187388	53188938	+	processed_pseudogene
ELMO1-AS1	ENSG00000224101	7	36997796	37013630	+	lncRNA
POM121L12	ENSG00000221900	7	53035633	53036925	+	protein_coding
GNL2P1	ENSG00000223893	7	49942251	49944440	-	processed_pseudogene
HMGN1P19	ENSG00000224519	7	46634614	46634946	+	processed_pseudogene
ARAFP2	ENSG00000224368	7	63404842	63405400	-	processed_pseudogene
TRIL	ENSG00000255690	7	28953358	28958330	-	protein_coding
NACAD	ENSG00000136274	7	45080437	45088969	-	protein_coding
GTF2IP9	ENSG00000251451	7	66407288	66409239	-	transcribed_unprocessed_pseudogene
ZNF713	ENSG00000178665	7	55887456	55942530	+	protein_coding
RPS17P13	ENSG00000224706	7	37116779	37117185	+	processed_pseudogene
ELK1P1	ENSG00000234359	7	45391626	45392205	-	processed_pseudogene
SLC25A5P5	ENSG00000226421	7	32471513	32472409	+	processed_pseudogene
RNF138P2	ENSG00000271194	7	53316149	53316740	+	processed_pseudogene
SLC25A1P2	ENSG00000234467	7	63398046	63398957	+	processed_pseudogene
RPL7P31	ENSG00000235379	7	34710757	34711480	+	processed_pseudogene
ZNF804B	ENSG00000182348	7	88759700	89338528	+	protein_coding
MTATP6P21	ENSG00000226392	7	67627831	67628019	+	unprocessed_pseudogene
MTCO1P57	ENSG00000232975	7	68097737	68098250	+	unprocessed_pseudogene
KPNA2P2	ENSG00000228928	7	88564793	88566281	-	processed_pseudogene
SEPTIN14P1	ENSG00000231523	7	63117501	63154934	-	unprocessed_pseudogene
SEPTIN14P24	ENSG00000231299	7	56360362	56360541	-	unprocessed_pseudogene
ZNF90P3	ENSG00000233782	7	63087070	63088261	-	processed_pseudogene
COX6A1P7	ENSG00000227979	7	88749470	88749694	+	processed_pseudogene
BSNDP4	ENSG00000229627	7	57638725	57639112	+	processed_pseudogene
ARF1P1	ENSG00000219807	7	94833904	94834447	+	processed_pseudogene
NCAPD2P1	ENSG00000230356	7	34750253	34752053	-	processed_pseudogene
EIF4A1P13	ENSG00000225701	7	88448788	88449017	-	processed_pseudogene
DDX43P2	ENSG00000270763	7	49258493	49259846	-	processed_pseudogene
SLC66A2P1	ENSG00000231763	7	88610241	88610669	-	processed_pseudogene
SDHAF3	ENSG00000196636	7	97117698	97181763	+	protein_coding
SAPCD2P4	ENSG00000234312	7	63113635	63114805	-	processed_pseudogene
RPL7P30	ENSG00000227982	7	84528122	84528830	-	processed_pseudogene
CICP8	ENSG00000225371	7	56362458	56365270	+	processed_pseudogene
RAC1P9	ENSG00000271306	7	53779783	53780263	+	processed_pseudogene
SOCS5P1	ENSG00000236610	7	86216785	86217733	-	processed_pseudogene
HMGB3P21	ENSG00000224551	7	97135015	97135561	-	processed_pseudogene
DDX43P3	ENSG00000230196	7	81610884	81611326	-	processed_pseudogene
EEF1A1P28	ENSG00000237709	7	88639014	88640416	+	processed_pseudogene
TEX47	ENSG00000164645	7	88794106	88795737	-	protein_coding
RPL7AP40	ENSG00000224475	7	97200708	97201483	-	processed_pseudogene
LINC00997	ENSG00000281332	7	32760279	32762924	+	lncRNA
SNRPCP9	ENSG00000231812	7	97885868	97886074	+	processed_pseudogene
ARAFP3	ENSG00000227298	7	63342711	63343200	+	processed_pseudogene
HAUS6P3	ENSG00000235454	7	53862233	53863339	+	processed_pseudogene
VPS51P2	ENSG00000232097	7	97938439	97938794	-	processed_pseudogene
AP1S2P1	ENSG00000226046	7	97437518	97437896	+	processed_pseudogene
RPL21P74	ENSG00000237551	7	96283357	96283804	+	processed_pseudogene
VSTM2A-OT1	ENSG00000224223	7	54556970	54571726	+	lncRNA
HINT1P2	ENSG00000271159	7	95018163	95018397	-	processed_pseudogene
HGF	ENSG00000019991	7	81699010	81770438	-	protein_coding
DYNLL1P7	ENSG00000230614	7	85381118	85381375	-	processed_pseudogene
PEG10	ENSG00000242265	7	94656325	94669695	+	protein_coding
RPS3AP29	ENSG00000237818	7	97898347	97899115	-	processed_pseudogene
LUARIS	ENSG00000231638	7	43508728	43522542	-	lncRNA
LINC01393	ENSG00000225535	7	115030564	115126314	+	lncRNA
RPS3AP25	ENSG00000232385	7	94695027	94695819	-	processed_pseudogene
GTF3AP6	ENSG00000229982	7	118880103	118881288	-	processed_pseudogene
LINC03012	ENSG00000226770	7	127476883	127485804	+	lncRNA
ATP5PBP2	ENSG00000214342	7	94738652	94739411	+	processed_pseudogene
SGO1P2	ENSG00000234304	7	52891837	52897807	-	processed_pseudogene
ZNF716	ENSG00000182111	7	57450177	57473559	+	protein_coding
EIF3IP1	ENSG00000237064	7	109959218	109960184	-	processed_pseudogene
AGBL3	ENSG00000146856	7	134986508	135147963	+	protein_coding
SNX2P2	ENSG00000236460	7	31941261	31941583	+	processed_pseudogene
RPS10P14	ENSG00000213744	7	37375522	37376023	+	processed_pseudogene
RSL24D1P3	ENSG00000231556	7	65335174	65335668	-	processed_pseudogene
MTND1P3	ENSG00000239648	7	141803701	141804652	-	processed_pseudogene
RPL13AP16	ENSG00000226624	7	105819492	105820101	+	processed_pseudogene
GRPEL2P3	ENSG00000230682	7	94782886	94783525	+	processed_pseudogene
DOCK4-AS1	ENSG00000225572	7	111808516	111821773	+	lncRNA
ASS1P11	ENSG00000225308	7	21220213	21221428	-	processed_pseudogene
LINC02903	ENSG00000205174	7	108883975	108884587	-	lncRNA
MIPEPP1	ENSG00000225358	7	112735166	112738693	-	processed_pseudogene
ANKRD7	ENSG00000106013	7	118214669	118496171	+	protein_coding
MYL6P4	ENSG00000240677	7	141811805	141812257	+	processed_pseudogene
RPL3P8	ENSG00000232199	7	109998434	109999624	-	processed_pseudogene
NAT16	ENSG00000167011	7	101170496	101180293	-	protein_coding
KCND2	ENSG00000184408	7	120273175	120750337	+	protein_coding
IMMP2L	ENSG00000184903	7	110662644	111562517	-	protein_coding
DLX5	ENSG00000105880	7	97020396	97024950	-	protein_coding
RAC1P6	ENSG00000226962	7	115136475	115137220	-	processed_pseudogene
COX6A1P6	ENSG00000225583	7	123932132	123932459	+	processed_pseudogene
FMC1-LUC7L2	ENSG00000269955	7	139341360	139422599	+	protein_coding
PRSS37	ENSG00000165076	7	141836300	141841487	-	protein_coding
RPL7AP42	ENSG00000234358	7	111971222	111971988	-	processed_pseudogene
PRELID3BP10	ENSG00000236105	7	127295620	127296203	+	processed_pseudogene
MTCO3P41	ENSG00000237466	7	67628022	67628349	+	unprocessed_pseudogene
DLX6	ENSG00000006377	7	97005553	97011040	+	protein_coding
ERHP1	ENSG00000254270	7	139534240	139534549	+	processed_pseudogene
RPL31P36	ENSG00000224545	7	131520137	131520503	+	processed_pseudogene
PPP1R2P6	ENSG00000241661	7	140292752	140293339	+	processed_pseudogene
ZNF619P1	ENSG00000224547	7	46144937	46145688	+	processed_pseudogene
RPL21P76	ENSG00000228030	7	158719730	158720161	+	processed_pseudogene
CCZ1P1	ENSG00000243554	7	97969005	97972254	-	transcribed_unprocessed_pseudogene
SKP1P1	ENSG00000231234	7	66423405	66423893	-	transcribed_processed_pseudogene
PAICSP6	ENSG00000241136	7	143782667	143784284	+	processed_pseudogene
RCC2P3	ENSG00000233951	7	138122202	138124595	+	processed_pseudogene
EEF1B2P6	ENSG00000213261	7	131661952	131662624	-	processed_pseudogene
RPL17P27	ENSG00000243099	7	138688980	138689522	+	processed_pseudogene
MTND4P3	ENSG00000225959	7	68266319	68266859	-	unprocessed_pseudogene
CAPZA1P5	ENSG00000270729	7	143979121	143980225	-	processed_pseudogene
CLEC2L	ENSG00000236279	7	139523685	139544985	+	protein_coding
OR2Q1P	ENSG00000273377	7	143980905	143981820	+	unprocessed_pseudogene
UQCRFS1P2	ENSG00000223721	7	138701607	138703062	+	processed_pseudogene
SLC16A1P1	ENSG00000242280	7	143985142	143986651	+	processed_pseudogene
TAS2R3	ENSG00000127362	7	141764097	141765197	+	protein_coding
EFCAB10-AS1	ENSG00000272604	7	105571083	105573660	+	lncRNA
EEF1A1P10	ENSG00000243746	7	144647186	144648575	-	processed_pseudogene
PSMC1P3	ENSG00000231244	7	136713871	136715188	+	processed_pseudogene
RABGEF1P2	ENSG00000230189	7	66427949	66453634	-	transcribed_unprocessed_pseudogene
BRI3	ENSG00000164713	7	98252379	98310441	+	protein_coding
YBX1P2	ENSG00000231167	7	105582258	105583256	-	processed_pseudogene
AKR1B15	ENSG00000227471	7	134549110	134579875	+	protein_coding
BUB3P1	ENSG00000227968	7	108994031	108995029	-	processed_pseudogene
TRPC6P8	ENSG00000236503	7	136262558	136263017	-	processed_pseudogene
TAS2R6P	ENSG00000270923	7	141787815	141788640	+	processed_pseudogene
NDUFB9P2	ENSG00000236281	7	131753746	131754252	-	processed_pseudogene
PTMAP10	ENSG00000213237	7	138404195	138404523	-	processed_pseudogene
ZP3P2	ENSG00000226066	7	136485656	136488317	+	processed_pseudogene
TAS2R5	ENSG00000127366	7	141790217	141791367	+	protein_coding
TMEM229A	ENSG00000234224	7	124030921	124033067	-	protein_coding
HMGN1P18	ENSG00000234927	7	121050927	121051203	+	processed_pseudogene
MTCO1P55	ENSG00000241926	7	141801315	141802059	-	processed_pseudogene
IMPDH1P3	ENSG00000214815	7	138440690	138442238	+	processed_pseudogene
RPL7P59	ENSG00000225918	7	145039999	145040941	-	processed_pseudogene
POLR2DP2	ENSG00000244565	7	115503367	115504081	+	processed_pseudogene
MTND2P5	ENSG00000224354	7	141802482	141803487	-	processed_pseudogene
EI24P4	ENSG00000236343	7	145005058	145006135	+	processed_pseudogene
RPL21P73	ENSG00000234658	7	138645671	138646448	-	processed_pseudogene
EIF4EP4	ENSG00000232968	7	81463036	81463613	-	processed_pseudogene
DPY19L4P2	ENSG00000231839	7	145583197	145584817	+	processed_pseudogene
FMC1	ENSG00000164898	7	139339457	139346328	+	protein_coding
NDUFB10P2	ENSG00000261624	7	141351977	141352768	+	processed_pseudogene
RPS3AP28	ENSG00000234995	7	138490581	138491361	-	processed_pseudogene
COPG2	ENSG00000158623	7	130506238	130668748	-	protein_coding
CTB-30L5.1	ENSG00000267052	7	106569876	106598908	-	lncRNA
COL28A1	ENSG00000215018	7	7356203	7535873	-	protein_coding
PIP5K1P2	ENSG00000229435	7	159231435	159233377	+	unprocessed_pseudogene
Y_RNA	ENSG00000206895	7	4811188	4811289	-	misc_RNA
MIR4656	ENSG00000264474	7	4788565	4788639	-	miRNA
MIR3683	ENSG00000266287	7	7066964	7067045	-	miRNA
U3	ENSG00000212422	7	10222797	10223011	+	snoRNA
Y_RNA	ENSG00000201218	7	7102573	7102681	-	misc_RNA
RNU6-534P	ENSG00000201747	7	7906519	7906624	+	snRNA
Y_RNA	ENSG00000201774	7	10901978	10902074	+	misc_RNA
RN7SKP228	ENSG00000222974	7	12876684	12876946	+	misc_RNA
Metazoa_SRP	ENSG00000278569	7	17205652	17205928	+	misc_RNA
SNORA63	ENSG00000199473	7	17373201	17373326	-	snoRNA
RNU1-15P	ENSG00000195024	7	21381363	21381506	+	snRNA
MIR1183	ENSG00000221783	7	21471058	21471146	+	miRNA
RN7SL542P	ENSG00000243633	7	21215537	21215830	-	misc_RNA
SNORD65C	ENSG00000212264	7	23396446	23396516	+	snoRNA
MIR550A1	ENSG00000207771	7	30289794	30289890	+	miRNA
MIR550B1	ENSG00000283237	7	30289794	30289890	-	miRNA
RNU6-438P	ENSG00000202431	7	34297496	34297598	-	snRNA
MIR550A2	ENSG00000207573	7	32732981	32733077	+	miRNA
MIR550B2	ENSG00000283461	7	32732981	32733077	-	miRNA
RN7SL132P	ENSG00000242653	7	34753424	34753719	+	misc_RNA
MIR1200	ENSG00000221325	7	36919357	36919432	-	miRNA
RNU6-565P	ENSG00000222869	7	37351143	37351242	+	snRNA
Y_RNA	ENSG00000201566	7	37435115	37435216	+	misc_RNA
MIR3943	ENSG00000264069	7	43150895	43150994	+	miRNA
RNU7-35P	ENSG00000252983	7	43194421	43194482	+	snRNA
RNU6-575P	ENSG00000223258	7	43207762	43207866	-	snRNA
SNORA5A	ENSG00000206838	7	45104349	45104482	-	snoRNA
SNORA5C	ENSG00000201772	7	45104906	45105042	-	snoRNA
SNORA5B	ENSG00000200656	7	45105968	45106099	-	snoRNA
SNORA9	ENSG00000277184	7	44985378	44985510	-	snoRNA
RN7SKP218	ENSG00000222154	7	53490148	53490439	-	misc_RNA
RN7SL292P	ENSG00000242650	7	51716657	51716922	+	misc_RNA
RNU2-29P	ENSG00000222355	7	53776136	53776324	+	snRNA
RNU1-14P	ENSG00000199629	7	53366058	53366209	+	snRNA
SNORA22B	ENSG00000206603	7	56055365	56055502	+	snoRNA
RNU6-1125P	ENSG00000200471	7	54621025	54621131	+	snRNA
RNU6-1052P	ENSG00000223330	7	56402070	56402173	-	snRNA
RNU6-1335P	ENSG00000202296	7	56340231	56340337	-	snRNA
RNU6-417P	ENSG00000207443	7	63011463	63011569	-	snRNA
SNORA22	ENSG00000206634	7	65755526	65755659	+	snoRNA
SNORA15B-2	ENSG00000206785	7	65760052	65760186	+	snoRNA
RNU6-912P	ENSG00000200670	7	65814672	65814775	+	snRNA
RNA5SP231	ENSG00000222428	7	68723911	68724048	-	rRNA_pseudogene
RNU6-973P	ENSG00000201560	7	65859660	65859766	-	snRNA
RNU6-313P	ENSG00000252126	7	66344303	66344414	+	snRNA
RNA5SP234	ENSG00000200786	7	79654109	79654227	+	rRNA_pseudogene
RNU6-849P	ENSG00000206818	7	79912104	79912208	-	snRNA
Y_RNA	ENSG00000200397	7	87218611	87218712	-	misc_RNA
RNU6-10P	ENSG00000206763	7	92701708	92701814	-	snRNA
RN7SKP129	ENSG00000222220	7	94801514	94801812	+	misc_RNA
RNU4-16P	ENSG00000201607	7	95098227	95098367	+	snRNA
RNU6-956P	ENSG00000239030	7	94712409	94712511	+	snRNA
RN7SKP104	ENSG00000199475	7	97598933	97599260	-	misc_RNA
MIR5692A1	ENSG00000266318	7	97963658	97963726	+	miRNA
MIR5692C2	ENSG00000266668	7	97964405	97964481	-	miRNA
RNU6-532P	ENSG00000207045	7	96330638	96330744	+	snRNA
RNU6-364P	ENSG00000207115	7	96341140	96341246	+	snRNA
RN7SL478P	ENSG00000277946	7	97998325	97998622	+	misc_RNA
RNU7-188P	ENSG00000252872	7	96377857	96377920	+	snRNA
MIR591	ENSG00000208025	7	96219662	96219756	-	miRNA
RN7SL252P	ENSG00000244318	7	96940068	96940364	-	misc_RNA
RNA5SP236	ENSG00000251978	7	106781600	106781715	-	rRNA_pseudogene
Y_RNA	ENSG00000199224	7	115833273	115833373	-	misc_RNA
SNORA25B	ENSG00000202377	7	115581315	115581442	-	snoRNA
RNU6-581P	ENSG00000252023	7	120672871	120672975	+	snRNA
RN7SKP277	ENSG00000252704	7	121736443	121736725	+	misc_RNA
RNA5SP241	ENSG00000212628	7	121083700	121083813	-	rRNA_pseudogene
MIR4653	ENSG00000264425	7	101159473	101159555	+	miRNA
RNA5SP237	ENSG00000222346	7	111953653	111953765	-	rRNA_pseudogene
Metazoa_SRP	ENSG00000213167	7	116320751	116321031	+	misc_RNA
RNU1-29P	ENSG00000271739	7	120005976	120006101	-	snRNA
RNA5SP240	ENSG00000202225	7	120981426	120981553	-	rRNA_pseudogene
MIR3654	ENSG00000284135	7	133034860	133034915	-	miRNA
Y_RNA	ENSG00000252820	7	138175045	138175136	+	misc_RNA
RNU6-797P	ENSG00000199971	7	140209563	140209671	-	snRNA
RN7SKP223	ENSG00000222514	7	138091254	138091315	+	misc_RNA
MIR4468	ENSG00000284028	7	138123758	138123821	+	miRNA
Y_RNA	ENSG00000206705	7	136129980	136130081	-	misc_RNA
RNU6-911P	ENSG00000252332	7	139448740	139448843	+	snRNA
Y_RNA	ENSG00000199764	7	115207894	115207996	-	misc_RNA
RNU1-58P	ENSG00000199283	7	140241870	140242032	+	snRNA
RNU4-74P	ENSG00000223212	7	141052249	141052409	+	snRNA
RNA5SP247	ENSG00000223113	7	140370441	140370545	+	rRNA_pseudogene
RNA5SP248	ENSG00000202472	7	140386781	140386907	-	rRNA_pseudogene
Y_RNA	ENSG00000251728	7	140094697	140094792	-	misc_RNA
RNU6-267P	ENSG00000252523	7	143754628	143754730	-	snRNA
RN7SKP174	ENSG00000200673	7	144849755	144850084	-	misc_RNA
MPLKIP	ENSG00000168303	7	40126027	40134622	-	protein_coding
Y_RNA	ENSG00000199273	7	40128121	40128232	-	misc_RNA
THUMPD3P1	ENSG00000248711	7	40151613	40154151	+	unprocessed_pseudogene
SUGCT-AS1	ENSG00000203446	7	40538127	40546928	-	lncRNA
PPP1R3A	ENSG00000154415	7	113876777	114075920	-	protein_coding
RPL36P13	ENSG00000236580	7	114297114	114297429	-	processed_pseudogene
RNA5SP238	ENSG00000202334	7	114613787	114613906	-	rRNA_pseudogene
MIR3666	ENSG00000272230	7	114653345	114653455	+	miRNA
BLACE	ENSG00000204960	7	155356985	155367934	-	lncRNA
EN2	ENSG00000164778	7	155458129	155464831	+	protein_coding
RWDD4P2	ENSG00000175741	7	39854494	39855056	-	processed_pseudogene
RN7SL496P	ENSG00000242855	7	39888375	39888664	+	misc_RNA
LINC01450	ENSG00000232458	7	40964667	40979939	-	lncRNA
TAS2R38	ENSG00000257138	7	141972631	141973773	-	protein_coding
RNU6-102P	ENSG00000207214	7	124647719	124647822	+	snRNA
GPR37	ENSG00000170775	7	124743885	124765792	-	protein_coding
LINC03043	ENSG00000275356	7	124777292	124790689	-	lncRNA
FDPSP7	ENSG00000231087	7	76968197	76969250	-	processed_pseudogene
Y_RNA	ENSG00000201885	7	77013583	77013684	+	misc_RNA
Y_RNA	ENSG00000201959	7	77041647	77041748	+	misc_RNA
DTX2P1	ENSG00000186704	7	76978617	77004308	+	transcribed_unprocessed_pseudogene
UPK3BP1	ENSG00000242435	7	77004662	77005774	+	transcribed_unprocessed_pseudogene
